sector,code,company_name,report_period,field,value,unit,source_type,source_title,source_url,publish_date,visible_date,pit_status,missing_reason,original_announcement_checked,review_status,notes,numeric_value,pit_usable,issue_count,issues
insurance,601318.XSHG,Ping An Insurance,2025-12-31,embedded_value,928630,CNY million,eastmoney_annual_report_pdf_reviewed,中国平安2025年年度报告,https://www.fxbaogao.com/view?id=5319837,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Life and health insurance embedded value; previous reviewed seed kept,928630,true,0,
insurance,601318.XSHG,Ping An Insurance,2025-12-31,new_business_value,36897,CNY million,eastmoney_annual_report_pdf_reviewed,中国平安2025年年度报告,https://www.fxbaogao.com/view?id=5319837,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Life and health insurance new business value from reviewed seed; scope=life_plus_health.,36897,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,embedded_value,1467876,CNY million,eastmoney_annual_report_pdf_reviewed,中国人寿2025年年度报告,https://www.fxbaogao.com/view?id=5317641,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,Company embedded value from annual report operating highlights.,1467876,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,new_business_value,45752,CNY million,eastmoney_annual_report_pdf_reviewed,中国人寿2025年年度报告,https://www.fxbaogao.com/view?id=5317641,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,One-year new business value from annual report operating highlights.,45752,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,embedded_value,465479,CNY million,eastmoney_annual_report_pdf_reviewed,中国太保2025年年度报告,https://www.fxbaogao.com/view?id=5319672,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Life business embedded value,465479,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,new_business_value,18609,CNY million,eastmoney_annual_report_pdf_reviewed,中国太保2025年年度报告,https://www.fxbaogao.com/view?id=5319672,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,CPIC Life one-year NBV from reviewed seed.,18609,true,0,
insurance,601336.XSHG,New China Life Insurance,2025-12-31,embedded_value,287840,CNY million,eastmoney_annual_report_pdf_reviewed,新华保险2025年年度报告,https://www.fxbaogao.com/view?id=5321623,2026-03-28,2026-03-28,pit_usable,not_missing,true,reviewed,Embedded value from annual report major operating indicators.,287840,true,0,
insurance,601336.XSHG,New China Life Insurance,2025-12-31,new_business_value,9842,CNY million,eastmoney_annual_report_pdf_reviewed,新华保险2025年年度报告,https://www.fxbaogao.com/view?id=5321623,2026-03-28,2026-03-28,pit_usable,not_missing,true,reviewed,One-year new business value from reviewed seed.,9842,true,0,
insurance,601319.XSHG,PICC Group,2025-12-31,embedded_value,159518,CNY million,eastmoney_hk_results_pdf_reviewed,中国人保2025年年度报告,https://www.fxbaogao.com/view?id=5319619,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Derived as PICC Life EV 124149 plus PICC Health EV 35369 because group P&C business does not disclose embedded value.,159518,true,0,
insurance,601319.XSHG,PICC Group,2025-12-31,new_business_value,15616,CNY million,eastmoney_hk_results_pdf_reviewed,中国人保2025年年度报告,https://www.fxbaogao.com/view?id=5319619,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Derived as PICC Life NBV 8229 plus PICC Health NBV 7387 because group P&C business does not disclose NBV.,15616,true,0,
