sector,code,company_name,report_period,field,value,unit,source_type,source_title,source_url,publish_date,visible_date,pit_status,missing_reason,original_announcement_checked,review_status,notes,numeric_value,pit_usable,issue_count,issues
insurance,601336.XSHG,New China Life Insurance,2023-12-31,new_business_value,3024,CNY million,official_annual_report_pdf_reviewed,New China Life 2023 Annual Report Summary,https://file.finance.sina.com.cn/211.154.219.97%3A9494/MRGG/CNSESH_STOCK/2024/2024-3/2024-03-28/9905603.PDF,2024-03-28,2024-03-28,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. NBV.,3024,true,0,
insurance,601601.XSHG,CPIC,2023-12-31,embedded_value,402027,CNY million,official_annual_report_pdf_reviewed,CPIC 2023 Annual Report,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9912318&stockid=601601,2024-03-29,2024-03-29,pit_usable,not_missing,true,reviewed,"CPIC life business scope; current assumption values used, adjustment-before values kept out of factor. EV.",402027,true,0,
insurance,601601.XSHG,CPIC,2023-12-31,new_business_value,10962,CNY million,official_annual_report_pdf_reviewed,CPIC 2023 Annual Report,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9912318&stockid=601601,2024-03-29,2024-03-29,pit_usable,not_missing,true,reviewed,"CPIC life business scope; current assumption values used, adjustment-before values kept out of factor. NBV.",10962,true,0,
insurance,601628.XSHG,China Life Insurance,2023-12-31,embedded_value,1260567,CNY million,official_annual_report_pdf_reviewed,China Life Insurance 2023 Annual Report / Results,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0327/2024032701552_c.pdf,2024-03-28,2024-03-28,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value using 2023 economic assumptions; RMB million. EV.,1260567,true,0,
insurance,601628.XSHG,China Life Insurance,2023-12-31,new_business_value,36860,CNY million,official_annual_report_pdf_reviewed,China Life Insurance 2023 Annual Report / Results,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0327/2024032701552_c.pdf,2024-03-28,2024-03-28,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value using 2023 economic assumptions; RMB million. NBV.,36860,true,0,
insurance,601318.XSHG,Ping An Insurance,2024-12-31,embedded_value,835093,CNY million,fxbaogao_annual_report_pdf_reviewed,中国平安2024年年度报告,https://www.fxbaogao.com/view?id=4738198,2025-03-20,2025-03-20,pit_usable,not_missing,true,reviewed,Life and health insurance embedded value; paragraph page 64; EV scope is life_plus_health.,835093,true,0,
insurance,601318.XSHG,Ping An Insurance,2024-12-31,new_business_value,28534,CNY million,fxbaogao_annual_report_pdf_reviewed,中国平安2024年年度报告,https://www.fxbaogao.com/view?id=4738198,2025-03-20,2025-03-20,pit_usable,not_missing,true,reviewed,Life and health insurance NBV; paragraph page 35; EV/NBV scope is life_plus_health.,28534,true,0,
insurance,601319.XSHG,PICC Group,2024-12-31,embedded_value,149848,CNY million,fxbaogao_annual_report_pdf_reviewed,中国人保2024年年度报告,https://www.fxbaogao.com/view?id=4748784,2025-03-28,2025-03-28,pit_usable,not_missing,true,reviewed,Derived as PICC Life EV 119731 plus PICC Health EV 30117; visual reviewed pages 56 and 62; scope=life_plus_health.,149848,true,0,
insurance,601319.XSHG,PICC Group,2024-12-31,new_business_value,11537,CNY million,fxbaogao_annual_report_pdf_reviewed,中国人保2024年年度报告,https://www.fxbaogao.com/view?id=4748784,2025-03-28,2025-03-28,pit_usable,not_missing,true,reviewed,Derived as PICC Life NBV 5024 plus PICC Health NBV 6513; visual reviewed pages 56 and 62; scope=life_plus_health.,11537,true,0,
insurance,601336.XSHG,New China Life Insurance,2024-12-31,embedded_value,258448,CNY million,official_annual_report_pdf_reviewed,新华保险2024年年度报告,https://static-cdn.newchinalife.com/ncl/pdf/20250327/c9418a2b-53f7-4a74-aef2-6efb4f785f6f.pdf,2025-03-28,2025-03-28,pit_usable,not_missing,true,reviewed,Company embedded value at 2024 year-end; exact value 2584.48 RMB 100m converted to CNY million.,258448,true,0,
insurance,601336.XSHG,New China Life Insurance,2024-12-31,new_business_value,6253,CNY million,official_annual_report_pdf_reviewed,新华保险2024年年度报告,https://static-cdn.newchinalife.com/ncl/pdf/20250327/c9418a2b-53f7-4a74-aef2-6efb4f785f6f.pdf,2025-03-28,2025-03-28,pit_usable,not_missing,true,reviewed,One-year new business value at 2024 year-end; exact value 62.53 RMB 100m converted to CNY million.,6253,true,0,
insurance,601601.XSHG,CPIC,2024-12-31,embedded_value,421837,CNY million,fxbaogao_annual_report_pdf_reviewed,中国太保2024年年度报告,https://www.fxbaogao.com/view?id=4747193,2025-03-27,2025-03-27,pit_usable,not_missing,true,reviewed,CPIC Life embedded value,421837,true,0,
insurance,601601.XSHG,CPIC,2024-12-31,new_business_value,13258,CNY million,fxbaogao_annual_report_pdf_reviewed,中国太保2024年年度报告,https://www.fxbaogao.com/view?id=4747193,2025-03-27,2025-03-27,pit_usable,not_missing,true,reviewed,CPIC Life one-year NBV; visual reviewed page 22; scope=life_only.,13258,true,0,
insurance,601628.XSHG,China Life Insurance,2024-12-31,embedded_value,1401146,CNY million,fxbaogao_annual_report_pdf_reviewed,中国人寿2024年年度报告,https://www.fxbaogao.com/view?id=4747083,2025-03-27,2025-03-27,pit_usable,not_missing,true,reviewed,Company embedded value from annual report operating indicators table; visual reviewed page 12.,1401146,true,0,
insurance,601628.XSHG,China Life Insurance,2024-12-31,new_business_value,33709,CNY million,fxbaogao_annual_report_pdf_reviewed,中国人寿2024年年度报告,https://www.fxbaogao.com/view?id=4747083,2025-03-27,2025-03-27,pit_usable,not_missing,true,reviewed,One-year new business value using 2024 economic assumptions; visual reviewed page 12.,33709,true,0,
insurance,601318.XSHG,Ping An Insurance,2025-12-31,embedded_value,928630,CNY million,eastmoney_annual_report_pdf_reviewed,中国平安2025年年度报告,https://www.fxbaogao.com/view?id=5319837,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Life and health insurance embedded value; previous reviewed seed kept,928630,true,0,
insurance,601318.XSHG,Ping An Insurance,2025-12-31,new_business_value,36897,CNY million,eastmoney_annual_report_pdf_reviewed,中国平安2025年年度报告,https://www.fxbaogao.com/view?id=5319837,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Life and health insurance new business value from reviewed seed; scope=life_plus_health.,36897,true,0,
insurance,601319.XSHG,PICC Group,2025-12-31,embedded_value,159518,CNY million,eastmoney_hk_results_pdf_reviewed,中国人保2025年年度报告,https://www.fxbaogao.com/view?id=5319619,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Derived as PICC Life EV 124149 plus PICC Health EV 35369 because group P&C business does not disclose embedded value.,159518,true,0,
insurance,601319.XSHG,PICC Group,2025-12-31,new_business_value,15616,CNY million,eastmoney_hk_results_pdf_reviewed,中国人保2025年年度报告,https://www.fxbaogao.com/view?id=5319619,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Derived as PICC Life NBV 8229 plus PICC Health NBV 7387 because group P&C business does not disclose NBV.,15616,true,0,
insurance,601336.XSHG,New China Life Insurance,2025-12-31,embedded_value,287840,CNY million,eastmoney_annual_report_pdf_reviewed,新华保险2025年年度报告,https://www.fxbaogao.com/view?id=5321623,2026-03-28,2026-03-28,pit_usable,not_missing,true,reviewed,Embedded value from annual report major operating indicators.,287840,true,0,
insurance,601336.XSHG,New China Life Insurance,2025-12-31,new_business_value,9842,CNY million,eastmoney_annual_report_pdf_reviewed,新华保险2025年年度报告,https://www.fxbaogao.com/view?id=5321623,2026-03-28,2026-03-28,pit_usable,not_missing,true,reviewed,One-year new business value from reviewed seed.,9842,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,embedded_value,465479,CNY million,eastmoney_annual_report_pdf_reviewed,中国太保2025年年度报告,https://www.fxbaogao.com/view?id=5319672,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Life business embedded value,465479,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,new_business_value,18609,CNY million,eastmoney_annual_report_pdf_reviewed,中国太保2025年年度报告,https://www.fxbaogao.com/view?id=5319672,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,CPIC Life one-year NBV from reviewed seed.,18609,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,embedded_value,1467876,CNY million,eastmoney_annual_report_pdf_reviewed,中国人寿2025年年度报告,https://www.fxbaogao.com/view?id=5317641,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,Company embedded value from annual report operating highlights.,1467876,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,new_business_value,45752,CNY million,eastmoney_annual_report_pdf_reviewed,中国人寿2025年年度报告,https://www.fxbaogao.com/view?id=5317641,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,One-year new business value from annual report operating highlights.,45752,true,0,
