trade_date,code,amount,net_cash_per_share,dividend_cash
2024-06-28,601077.XSHG,29700,0.2308,6854.76
2024-06-28,601816.XSHG,20700,0.08928,1848.096
2024-07-05,600908.XSHG,29700,0.16,4752.0
2024-07-05,600795.XSHG,15300,0.056,856.8000000000001
2024-07-10,601169.XSHG,26900,0.256,6886.400000000001
2024-07-11,600011.XSHG,9500,0.16,1520.0
2024-07-12,601939.XSHG,21200,0.32,6784.0
2024-07-15,000429.XSHE,9800,0.4376,4288.48
2024-07-16,601398.XSHG,27600,0.24512,6765.312
2024-07-17,601326.XSHG,34500,0.0664,2290.8
2024-07-18,600000.XSHG,19100,0.2568,4904.879999999999
2024-07-26,600377.XSHG,8100,0.376,3045.6
2024-08-08,000883.XSHE,15200,0.072,1094.3999999999999
2024-08-23,601991.XSHG,30500,0.006,183.0
2024-10-21,000905.XSHE,19400,0.0424,822.5600000000001
2024-10-25,600681.XSHG,30300,0.072,2181.6
2024-10-31,600795.XSHG,20400,0.072,1468.8
2024-12-20,600033.XSHG,31300,0.04,1252.0
2025-01-22,601818.XSHG,35200,0.0832,2928.64
2025-04-25,601988.XSHG,25200,0.09728,2451.456
2025-04-30,002807.XSHE,32000,0.16,5120.0
2025-05-09,601008.XSHG,30800,0.048,1478.4
2025-05-14,000828.XSHE,13100,0.26,3406.0
2025-05-16,601018.XSHG,31800,0.0864,2747.52
2025-05-29,000900.XSHE,31900,0.12,3828.0
2025-06-04,000791.XSHE,18300,0.144,2635.2
2025-06-05,002966.XSHE,17900,0.16,2864.0
2025-06-06,601997.XSHG,24000,0.232,5568.0
2025-06-13,600017.XSHG,38600,0.0688,2655.68
2025-06-16,000905.XSHE,15700,0.044,690.8
2025-06-19,600717.XSHG,25100,0.0832,2088.3199999999997
2025-06-25,000543.XSHE,16400,0.2552,4185.28
2025-06-27,601825.XSHG,16900,0.1544,2609.36
2025-06-27,002039.XSHE,7300,0.048,350.40000000000003
2025-06-27,600098.XSHG,19200,0.216,4147.2
2025-06-27,600035.XSHG,30300,0.136,4120.8
2025-07-04,600908.XSHG,25300,0.176,4452.8
2025-07-10,600011.XSHG,20000,0.216,4320.0
2025-07-10,600795.XSHG,29400,0.088,2587.2
2025-07-11,600033.XSHG,42200,0.04,1688.0
2025-07-14,601398.XSHG,21000,0.13168,2765.2799999999997
2025-07-14,600027.XSHG,26100,0.104,2714.4
2025-07-14,000429.XSHE,11200,0.4184,4686.08
2025-07-15,600020.XSHG,31200,0.136,4243.200000000001
2025-07-17,600018.XSHG,17500,0.116,2030.0
2025-07-18,601326.XSHG,31000,0.068,2108.0
2025-07-30,600377.XSHG,9700,0.392,3802.4
2025-08-05,600350.XSHG,14000,0.336,4704.0
2025-08-08,601228.XSHG,30900,0.0312,964.0799999999999
2025-08-15,601333.XSHG,34600,0.056,1937.6000000000001
2025-08-22,601991.XSHG,45100,0.04968,2240.568
2025-10-15,000001.XSHE,13300,0.1888,2511.04
2025-10-15,002839.XSHE,35100,0.08,2808.0
2025-10-16,600803.XSHG,7400,0.144,1065.6
2025-10-24,601018.XSHG,26900,0.024,645.6
2025-10-29,600795.XSHG,26700,0.08,2136.0
2025-10-29,603689.XSHG,15700,0.04,628.0
2025-10-31,600017.XSHG,31900,0.0264,842.16
2025-11-12,600027.XSHG,26300,0.072,1893.6
2025-11-25,600908.XSHG,25700,0.088,2261.6
2025-12-03,002807.XSHE,34200,0.08,2736.0
2025-12-15,601398.XSHG,20800,0.11312,2352.896
2025-12-31,600033.XSHG,53800,0.04,2152.0
2026-01-13,600018.XSHG,23900,0.04,956.0
2026-02-05,601860.XSHG,61900,0.04,2476.0
2026-05-12,601528.XSHG,31800,0.168,5342.400000000001
2026-05-19,000828.XSHE,13700,0.26,3562.0
2026-05-29,002039.XSHE,6600,0.312,2059.2
