sector,code,company_name,report_period,field,value,unit,source_type,source_title,source_url,publish_date,visible_date,pit_status,missing_reason,original_announcement_checked,review_status,notes,numeric_value,pit_usable,issue_count,issues
insurance,601601.XSHG,CPIC,2021-12-31,new_business_value,13412,CNY million,official_annual_report_pdf_reviewed,CPIC 2021 Annual Report,https://www.cpic.com.cn/upload/resources/file/2022/03/31/65112.pdf,2022-03-28,2022-03-28,pit_usable,not_missing,true,reviewed,CPIC life business scope; group EV excluded for P/EV harmonization. NBV.,13412,true,0,
insurance,601601.XSHG,CPIC,2022-12-31,embedded_value,398191,CNY million,official_annual_report_pdf_reviewed,CPIC 2022 Annual Report,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-27/8912788.PDF,2023-03-27,2023-03-27,pit_usable,not_missing,true,reviewed,CPIC life business scope; group EV excluded for P/EV harmonization. EV.,398191,true,0,
insurance,601601.XSHG,CPIC,2022-12-31,new_business_value,9205,CNY million,official_annual_report_pdf_reviewed,CPIC 2022 Annual Report,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-27/8912788.PDF,2023-03-27,2023-03-27,pit_usable,not_missing,true,reviewed,CPIC life business scope; group EV excluded for P/EV harmonization. NBV.,9205,true,0,
insurance,601601.XSHG,CPIC,2023-12-31,embedded_value,402027,CNY million,official_annual_report_pdf_reviewed,CPIC 2023 Annual Report,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9912318&stockid=601601,2024-03-29,2024-03-29,pit_usable,not_missing,true,reviewed,"CPIC life business scope; current assumption values used, adjustment-before values kept out of factor. EV.",402027,true,0,
insurance,601601.XSHG,CPIC,2023-12-31,new_business_value,10962,CNY million,official_annual_report_pdf_reviewed,CPIC 2023 Annual Report,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9912318&stockid=601601,2024-03-29,2024-03-29,pit_usable,not_missing,true,reviewed,"CPIC life business scope; current assumption values used, adjustment-before values kept out of factor. NBV.",10962,true,0,
insurance,601319.XSHG,PICC Group,2021-12-31,embedded_value,127607,CNY million,official_annual_report_pdf_reviewed,PICC 2021 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202203/P020240304639454955593.pdf,2022-03-26,2022-03-26,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. EV.,127607,true,0,
insurance,601319.XSHG,PICC Group,2021-12-31,new_business_value,3992,CNY million,official_annual_report_pdf_reviewed,PICC 2021 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202203/P020240304639454955593.pdf,2022-03-26,2022-03-26,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. NBV.,3992,true,0,
insurance,601319.XSHG,PICC Group,2022-12-31,embedded_value,122011,CNY million,official_annual_report_pdf_reviewed,PICC 2022 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202303/P020240304645528810507.pdf,2023-03-25,2023-03-25,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. EV.,122011,true,0,
insurance,601319.XSHG,PICC Group,2022-12-31,new_business_value,3704,CNY million,official_annual_report_pdf_reviewed,PICC 2022 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202303/P020240304645528810507.pdf,2023-03-25,2023-03-25,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. NBV.,3704,true,0,
insurance,601319.XSHG,PICC Group,2023-12-31,embedded_value,123965,CNY million,official_annual_report_pdf_reviewed,PICC 2023 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202405/P020240509545949419384.pdf,2024-03-27,2024-03-27,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. EV.,123965,true,0,
insurance,601319.XSHG,PICC Group,2023-12-31,new_business_value,6490,CNY million,official_annual_report_pdf_reviewed,PICC 2023 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202405/P020240509545949419384.pdf,2024-03-27,2024-03-27,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. NBV.,6490,true,0,
insurance,601336.XSHG,New China Life Insurance,2021-12-31,embedded_value,258824,CNY million,official_annual_report_pdf_reviewed,New China Life 2021 Annual Report,https://pdf.dfcfw.com/pdf/H2_AN202203291555828293_1.pdf,2022-03-30,2022-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. EV.,258824,true,0,
insurance,601336.XSHG,New China Life Insurance,2021-12-31,new_business_value,5980,CNY million,official_annual_report_pdf_reviewed,New China Life 2021 Annual Report,https://pdf.dfcfw.com/pdf/H2_AN202203291555828293_1.pdf,2022-03-30,2022-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. NBV.,5980,true,0,
insurance,601336.XSHG,New China Life Insurance,2022-12-31,embedded_value,255582,CNY million,official_annual_report_pdf_reviewed,New China Life 2022 Annual Report,https://static-cdn.newchinalife.com/ncl/pdf/20230330/37764e32-e753-4390-832f-6cd36720cdd9.pdf,2023-03-30,2023-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. EV.,255582,true,0,
insurance,601336.XSHG,New China Life Insurance,2022-12-31,new_business_value,2423,CNY million,official_annual_report_pdf_reviewed,New China Life 2022 Annual Report,https://static-cdn.newchinalife.com/ncl/pdf/20230330/37764e32-e753-4390-832f-6cd36720cdd9.pdf,2023-03-30,2023-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. NBV.,2423,true,0,
insurance,601336.XSHG,New China Life Insurance,2023-12-31,embedded_value,250510,CNY million,official_annual_report_pdf_reviewed,New China Life 2023 Annual Report Summary,https://file.finance.sina.com.cn/211.154.219.97%3A9494/MRGG/CNSESH_STOCK/2024/2024-3/2024-03-28/9905603.PDF,2024-03-28,2024-03-28,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. EV.,250510,true,0,
insurance,601336.XSHG,New China Life Insurance,2023-12-31,new_business_value,3024,CNY million,official_annual_report_pdf_reviewed,New China Life 2023 Annual Report Summary,https://file.finance.sina.com.cn/211.154.219.97%3A9494/MRGG/CNSESH_STOCK/2024/2024-3/2024-03-28/9905603.PDF,2024-03-28,2024-03-28,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. NBV.,3024,true,0,
insurance,601318.XSHG,Ping An Insurance,2024-12-31,embedded_value,835093,CNY million,fxbaogao_annual_report_pdf_reviewed,中国平安2024年年度报告,https://www.fxbaogao.com/view?id=4738198,2025-03-20,2025-03-20,pit_usable,not_missing,true,reviewed,Life and health insurance embedded value; paragraph page 64; EV scope is life_plus_health.,835093,true,0,
insurance,601318.XSHG,Ping An Insurance,2024-12-31,new_business_value,28534,CNY million,fxbaogao_annual_report_pdf_reviewed,中国平安2024年年度报告,https://www.fxbaogao.com/view?id=4738198,2025-03-20,2025-03-20,pit_usable,not_missing,true,reviewed,Life and health insurance NBV; paragraph page 35; EV/NBV scope is life_plus_health.,28534,true,0,
insurance,601628.XSHG,China Life Insurance,2024-12-31,embedded_value,1401146,CNY million,fxbaogao_annual_report_pdf_reviewed,中国人寿2024年年度报告,https://www.fxbaogao.com/view?id=4747083,2025-03-27,2025-03-27,pit_usable,not_missing,true,reviewed,Company embedded value from annual report operating indicators table; visual reviewed page 12.,1401146,true,0,
insurance,601628.XSHG,China Life Insurance,2024-12-31,new_business_value,33709,CNY million,fxbaogao_annual_report_pdf_reviewed,中国人寿2024年年度报告,https://www.fxbaogao.com/view?id=4747083,2025-03-27,2025-03-27,pit_usable,not_missing,true,reviewed,One-year new business value using 2024 economic assumptions; visual reviewed page 12.,33709,true,0,
