trade_date,code,company_name,insurance_subgroup,is_core_insurance_numeric,close,price_adjustment,next_trade_date,price_return,dividend_return,total_return,future_return,return_source,low_price_to_book,low_price_to_earnings,price_to_earnings,market_cap,dividend_yield,return_on_equity_ttm,profit_growth_yoy,operating_cash_flow_yield,asset_liability_ratio,earned_premium,solvency_adequacy_ratio,net_investment_rate_of_return,total_investment_rate_of_return,comprehensive_cost_ratio,compensation_rate,insurance_indicator_pubDate,insurance_indicator_statDate,insurance_indicator_staleness_days,insurance_indicator_status,bond_proxy_252d_return,bond_proxy_63d_return,equity_252d_return,equity_63d_return,factor_visible_date,factor_visibility_source,universe_visible_date,universe_source,external_state_visible_date,external_state_source,ev_nbv_status,gov_bond_10y_yield,gov_bond_1y_yield,gov_bond_10y_1y_spread,gov_bond_10y_yield_change_252d,gov_bond_10y_yield_change_63d,v53b_scoring_policy,v53d_panel_policy,ev_nbv_rolling_status,embedded_value,embedded_value_visible_date,embedded_value_report_period,embedded_value_source_url,new_business_value,new_business_value_visible_date,new_business_value_report_period,new_business_value_source_url,price_to_embedded_value,price_to_new_business_value,embedded_value_yoy,new_business_value_yoy,ev_nbv_repair_status
2016-10-10,601601.XSHG,????,insurance_group,1,21.76,pre_adjusted_price,2017-01-03,-0.05055147059,,-0.05055147059,-0.05055147059,jqdata_pre_adjusted_total_return,2.1064,21.266,21.266,2674.1962,3.3887,3.04,-38.3,0.03518440587,0.8685255193,1.89376e+11,299,5.2,7.3,99.8,4.2,2016-03-28,2015-12-31,196,fresh_or_latest_visible,0.05380429594,0.01168534795,-0.01661603567,0.03141208547,2016-10-10,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2016-10-10,formal_core_insurance_review_v53_test1,2016-10-10;2016-09-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.676,2.16,0.516,-0.541,-0.1467,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2016-10-10,601336.XSHG,????,life_insurance,1,32.54,pre_adjusted_price,2017-01-03,0.07682851875,,0.07682851875,0.07682851875,jqdata_pre_adjusted_total_return,2.2595,25.1635,25.1635,1303.9705,0.6699,2.33,-57.16,0.03081357954,0.9158677568,1.1122e+11,227.43,4.9,7.5,,9.3,2016-03-30,2015-12-31,194,fresh_or_latest_visible,0.05380429594,0.01168534795,-0.01661603567,0.03141208547,2016-10-10,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2016-10-10,formal_core_insurance_review_v53_test1,2016-10-10;2016-09-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.676,2.16,0.516,-0.541,-0.1467,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-01-03,601318.XSHG,????,insurance_group,1,24.68,pre_adjusted_price,2017-04-05,0.0397082658,,0.0397082658,0.0397082658,jqdata_pre_adjusted_total_return,1.7192,10.4467,10.4467,6522.3901,1.5415,4.23,12.19,-0.1272892335,0.9092592858,,204.9,5.8,7.8,95.6,1.8,2016-03-16,2015-12-31,293,fresh_or_latest_visible,0.01094169732,-0.01949961872,-0.1437905623,0.02139319602,2017-01-03,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-01-03,formal_core_insurance_review_v53_test1,2017-01-01;2016-12-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.0115,2.6503,0.3612,0.1854,0.2857,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-01-03,601628.XSHG,????,life_insurance,1,21.51,pre_adjusted_price,2017-04-05,0.0004649000465,,0.0004649000465,0.0004649000465,jqdata_pre_adjusted_total_return,2.3696,49.5958,49.5958,7136.838,1.6634,1.02,32.87,0.03490060897,0.8832768403,3.62301e+11,359.02,4.45,6.39,,,2016-03-24,2015-12-31,285,fresh_or_latest_visible,0.01094169732,-0.01949961872,-0.1437905623,0.02139319602,2017-01-03,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-01-03,formal_core_insurance_review_v53_test1,2017-01-01;2016-12-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.0115,2.6503,0.3612,0.1854,0.2857,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-01-03,601601.XSHG,????,insurance_group,1,20.66,pre_adjusted_price,2017-04-05,-0.0179090029,,-0.0179090029,-0.0179090029,jqdata_pre_adjusted_total_return,1.9379,22.0395,22.0395,2539.1724,3.5689,2.08,-28.2,0.06514327141,0.866376968,1.89376e+11,299,5.2,7.3,99.8,4.2,2016-03-28,2015-12-31,281,fresh_or_latest_visible,0.01094169732,-0.01949961872,-0.1437905623,0.02139319602,2017-01-03,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-01-03,formal_core_insurance_review_v53_test1,2017-01-01;2016-12-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.0115,2.6503,0.3612,0.1854,0.2857,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-01-03,601336.XSHG,????,life_insurance,1,35.04,pre_adjusted_price,2017-04-05,-0.06221461187,,-0.06221461187,-0.06221461187,jqdata_pre_adjusted_total_return,2.3497,29.6038,29.6038,1404.1079,0.6221,2.47,-23.2,0.006951032752,0.9132718808,1.1122e+11,227.43,4.9,7.5,,9.3,2016-03-30,2015-12-31,279,fresh_or_latest_visible,0.01094169732,-0.01949961872,-0.1437905623,0.02139319602,2017-01-03,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-01-03,formal_core_insurance_review_v53_test1,2017-01-01;2016-12-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.0115,2.6503,0.3612,0.1854,0.2857,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-04-05,601601.XSHG,????,insurance_group,1,20.29,pre_adjusted_price,2017-07-03,0.2069985214,,0.2069985214,0.2069985214,jqdata_pre_adjusted_total_return,1.8927,20.6839,20.6839,2493.8624,3.6337,2.46,19.88,0.08495657307,0.8679689857,2.19573e+11,294,5.4,5.2,99.2,2,2017-03-30,2016-12-31,6,fresh_or_latest_visible,0.0009814542189,0.008582970267,0.06358326358,0.04022694438,2017-04-05,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-04-05,formal_core_insurance_review_v53_test1,2017-04-02;2017-03-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.273,2.9125,0.3605,0.4311,0.2615,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-04-05,601336.XSHG,????,life_insurance,1,32.86,pre_adjusted_price,2017-07-03,0.1905051735,,0.1905051735,0.1905051735,jqdata_pre_adjusted_total_return,2.2273,26.6443,26.6443,1316.7606,0.6633,0.26,462.79,-0.01890244845,0.9154367753,1.11547e+11,281.3,5.1,5.1,,6.9,2017-03-30,2016-12-31,6,fresh_or_latest_visible,0.0009814542189,0.008582970267,0.06358326358,0.04022694438,2017-04-05,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-04-05,formal_core_insurance_review_v53_test1,2017-04-02;2017-03-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.273,2.9125,0.3605,0.4311,0.2615,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-07-03,601601.XSHG,????,insurance_group,1,24.49,pre_adjusted_price,2017-10-09,0.1265822785,,0.1265822785,0.1265822785,jqdata_pre_adjusted_total_return,2.2671,25.3794,25.3794,3009.4902,3.0111,1.51,-9.29,0.08780888989,0.8753657598,2.19573e+11,294,5.4,5.2,99.2,2,2017-03-30,2016-12-31,95,fresh_or_latest_visible,-0.01344700461,-0.01073907378,0.1788989056,0.05677256103,2017-07-03,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-07-03,formal_core_insurance_review_v53_test1,2017-07-01;2017-06-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.5683,3.46,0.1083,0.7097,0.2793,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-07-03,601336.XSHG,????,life_insurance,1,39.12,pre_adjusted_price,2017-10-09,0.1306237219,,0.1306237219,0.1306237219,jqdata_pre_adjusted_total_return,2.5447,32.7601,32.7601,1567.5722,0.5572,3.04,-7.87,-0.03125852668,0.9132932601,1.11547e+11,281.3,5.1,5.1,,6.9,2017-03-30,2016-12-31,95,fresh_or_latest_visible,-0.01344700461,-0.01073907378,0.1788989056,0.05677256103,2017-07-03,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-07-03,formal_core_insurance_review_v53_test1,2017-07-01;2017-06-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.5683,3.46,0.1083,0.7097,0.2793,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-10-09,601601.XSHG,????,insurance_group,1,27.59,pre_adjusted_price,2018-01-02,0.1424429141,,0.1424429141,0.1424429141,jqdata_pre_adjusted_total_return,2.5274,26.7542,26.7542,3323.9416,1.9084,3.41,14.81,0.04434795182,0.8798928463,2.19573e+11,294,5.4,5.2,99.2,2,2017-03-30,2016-12-31,193,fresh_or_latest_visible,-0.02659207324,-0.0001585865276,0.1777798244,0.05981248515,2017-10-09,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-10-09,formal_core_insurance_review_v53_test1,2017-10-01;2017-09-29,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.6136,3.466,0.1476,0.8878,0.0376,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2017-10-09,601336.XSHG,????,life_insurance,1,44.23,pre_adjusted_price,2018-01-02,0.2577436129,,0.2577436129,0.2577436129,jqdata_pre_adjusted_total_return,2.849,36.2874,36.2874,1758.4884,0.8515,2.27,4.48,0.003940884683,0.9124808598,1.11547e+11,281.3,5.1,5.1,,6.9,2017-03-30,2016-12-31,193,fresh_or_latest_visible,-0.02659207324,-0.0001585865276,0.1777798244,0.05981248515,2017-10-09,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2017-10-09,formal_core_insurance_review_v53_test1,2017-10-01;2017-09-29,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.6136,3.466,0.1476,0.8878,0.0376,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2018-01-02,601601.XSHG,????,insurance_group,1,31.52,pre_adjusted_price,2018-04-02,-0.2014593909,,-0.2014593909,-0.2014593909,jqdata_pre_adjusted_total_return,2.7977,26.8326,26.8326,3797.8842,1.6702,3.31,64.97,0.06335106268,0.8813007253,2.19573e+11,294,5.4,5.2,99.2,2,2017-03-30,2016-12-31,278,fresh_or_latest_visible,0.001868386709,-0.005257662764,0.2181253891,0.05498092013,2018-01-02,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2018-01-02,formal_core_insurance_review_v53_test1,2018-01-01;2017-12-29,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.8807,3.7909,0.0898,0.8692,0.2671,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2018-01-02,601336.XSHG,????,life_insurance,1,55.63,pre_adjusted_price,2018-04-02,-0.3591587273,,-0.3591587273,-0.3591587273,jqdata_pre_adjusted_total_return,3.4771,42.5502,42.5502,2211.7585,0.677,2.88,24.29,0.03861633176,0.9109952698,1.11547e+11,281.3,5.1,5.1,,6.9,2017-03-30,2016-12-31,278,fresh_or_latest_visible,0.001868386709,-0.005257662764,0.2181253891,0.05498092013,2018-01-02,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2018-01-02,formal_core_insurance_review_v53_test1,2018-01-01;2017-12-29,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.8807,3.7909,0.0898,0.8692,0.2671,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2018-04-02,601318.XSHG,????,insurance_group,1,45.62,pre_adjusted_price,2018-07-02,-0.1297676458,,-0.1297676458,-0.1297676458,jqdata_pre_adjusted_total_return,2.4971,13.2678,13.2678,11820.0041,1.6239,4.94,227.72,0.09599150647,0.9094547653,5.7299e+11,214.9,5.8,6,96.2,1.5,2018-03-21,2017-12-31,12,fresh_or_latest_visible,0.003904948736,0.01497815491,0.124670042,-0.03539244941,2018-04-02,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2018-04-02,formal_core_insurance_review_v53_test1,2018-03-31;2018-03-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.7407,3.3221,0.4186,0.4517,-0.14,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
2018-04-02,601628.XSHG,????,life_insurance,1,21.85,pre_adjusted_price,2018-07-02,-0.1386727689,,-0.1386727689,-0.1386727689,jqdata_pre_adjusted_total_return,2.2935,22.2679,22.2679,7182.0615,0.9445,1.69,-2.28,0.02951937964,0.8877308771,5.0691e+11,277.65,4.91,5.16,,4.13,2018-03-23,2017-12-31,10,fresh_or_latest_visible,0.003904948736,0.01497815491,0.124670042,-0.03539244941,2018-04-02,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2018-04-02,formal_core_insurance_review_v53_test1,2018-03-31;2018-03-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,3.7407,3.3221,0.4186,0.4517,-0.14,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,,,,,,,,,,,,,ev_nbv_missing_or_not_yet_visible
