trade_date,code,company_name,insurance_subgroup,is_core_insurance_numeric,close,price_adjustment,next_trade_date,price_return,dividend_return,total_return,future_return,return_source,low_price_to_book,low_price_to_earnings,price_to_earnings,market_cap,dividend_yield,return_on_equity_ttm,profit_growth_yoy,operating_cash_flow_yield,asset_liability_ratio,earned_premium,solvency_adequacy_ratio,net_investment_rate_of_return,total_investment_rate_of_return,comprehensive_cost_ratio,compensation_rate,insurance_indicator_pubDate,insurance_indicator_statDate,insurance_indicator_staleness_days,insurance_indicator_status,bond_proxy_252d_return,bond_proxy_63d_return,equity_252d_return,equity_63d_return,factor_visible_date,factor_visibility_source,universe_visible_date,universe_source,external_state_visible_date,external_state_source,ev_nbv_status,gov_bond_10y_yield,gov_bond_1y_yield,gov_bond_10y_1y_spread,gov_bond_10y_yield_change_252d,gov_bond_10y_yield_change_63d,v53b_scoring_policy,v53d_panel_policy,ev_nbv_rolling_status,embedded_value,embedded_value_visible_date,embedded_value_report_period,embedded_value_source_url,new_business_value,new_business_value_visible_date,new_business_value_report_period,new_business_value_source_url,price_to_embedded_value,price_to_new_business_value,embedded_value_yoy,new_business_value_yoy,ev_nbv_repair_status
2021-10-08,601318.XSHG,????,insurance_group,1,40.54,pre_adjusted_price,2022-01-04,-0.005180069068,,-0.005180069068,-0.005180069068,jqdata_pre_adjusted_total_return,1.2028,7.1922,7.1922,9524.0058,2.6698,3.94,-23.41,-0.04767531746,0.8959396695,7.57599e+11,236.4,5.1,6.2,99.1,1.7,2021-02-04,2020-12-31,246,fresh_or_latest_visible,0.03873598369,0.01510032293,0.04487950255,-0.06946531897,2021-10-08,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2021-10-08,formal_core_insurance_review_v53_test1,2021-10-01;2021-09-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.8776,2.3327,0.5449,-0.2548,-0.1978,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,824574,2021-02-04,2020-12-31,https://pdf.dfcfw.com/pdf/H2_AN202102031458294620_1.pdf,49575,2021-02-04,2020-12-31,https://pdf.dfcfw.com/pdf/H2_AN202102031458294620_1.pdf,1.1550213564822565,19.211307715582453,,,ev_nbv_pit_visible
2021-10-08,601628.XSHG,????,life_insurance,1,28.64,pre_adjusted_price,2022-01-04,-0.03142458101,,-0.03142458101,-0.03142458101,jqdata_pre_adjusted_total_return,1.8765,14.5728,14.5728,8846.8527,2.0447,2.64,-7.23,0.04193016574,0.8971235127,6.04666e+11,268.92,4.34,5.3,,1.09,2021-03-26,2020-12-31,196,fresh_or_latest_visible,0.03873598369,0.01510032293,0.04487950255,-0.06946531897,2021-10-08,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2021-10-08,formal_core_insurance_review_v53_test1,2021-10-01;2021-09-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.8776,2.3327,0.5449,-0.2548,-0.1978,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,1072140,2021-03-25,2020-12-31,https://www.e-chinalife.com/c/2021-03-25/518248.shtml,58373,2021-03-25,2020-12-31,https://www.e-chinalife.com/c/2021-03-25/518248.shtml,0.8251583468576864,15.155727305432304,,,ev_nbv_pit_visible
2021-10-08,601601.XSHG,????,insurance_group,1,25.25,pre_adjusted_price,2022-01-04,-0.0697029703,,-0.0697029703,-0.0697029703,jqdata_pre_adjusted_total_return,1.2898,10.1948,10.1948,2818.76,4.7782,3.98,50.09,0.08176999816,0.8819797255,3.31639e+11,288,4.7,5.9,99,1.2,2021-03-29,2020-12-31,193,fresh_or_latest_visible,0.03873598369,0.01510032293,0.04487950255,-0.06946531897,2021-10-08,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2021-10-08,formal_core_insurance_review_v53_test1,2021-10-01;2021-09-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.8776,2.3327,0.5449,-0.2548,-0.1978,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,341348,2021-03-29,2020-12-31,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=7919969&stockid=601601,17841,2021-03-29,2020-12-31,https://pdf.dfcfw.com/pdf/H2_AN202103281477689349_1.pdf,0.8257731113116233,15.799338602096295,,,ev_nbv_pit_visible
2021-10-08,601336.XSHG,????,life_insurance,1,36.07,pre_adjusted_price,2022-01-04,-0.07402273357,,-0.07402273357,-0.07402273357,jqdata_pre_adjusted_total_return,1.236,7.9162,7.9162,1315.8248,3.2954,4.03,18.39,0.1217867303,0.8958377969,1.56398e+11,277.84,4.6,5.5,,1.5,2021-03-25,2020-12-31,197,fresh_or_latest_visible,0.03873598369,0.01510032293,0.04487950255,-0.06946531897,2021-10-08,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2021-10-08,formal_core_insurance_review_v53_test1,2021-10-01;2021-09-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.8776,2.3327,0.5449,-0.2548,-0.1978,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,240604,2021-03-24,2020-12-31,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=6973572&stockid=601336,9182,2021-03-24,2020-12-31,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=6973572&stockid=601336,0.546884008578411,14.330481376606405,,,ev_nbv_pit_visible
2021-10-08,601319.XSHG,????,pnc_insurance_group,1,4.61,pre_adjusted_price,2022-01-04,-0.09110629067,,-0.09110629067,-0.09110629067,jqdata_pre_adjusted_total_return,1.0881,9.4619,9.4619,2304.0699,2.9944,3.27,20.68,0.1091850555,0.786703977,5.20751e+11,305,5,5.8,98.9,11.8,2021-03-24,2020-12-31,198,fresh_or_latest_visible,0.03873598369,0.01510032293,0.04487950255,-0.06946531897,2021-10-08,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2021-10-08,formal_core_insurance_review_v53_test1,2021-10-01;2021-09-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.8776,2.3327,0.5449,-0.2548,-0.1978,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,117244,2021-03-24,2020-12-31,https://www.picc.com.cn/jttzzgx/dqbg/202203/P020220824457483662955.pdf,6132,2021-03-24,2020-12-31,https://pdf.dfcfw.com/pdf/H2_AN202103231475530982_1.pdf,1.9651921633516427,37.57452544031311,,,ev_nbv_pit_visible
2022-01-04,601318.XSHG,????,insurance_group,1,40.33,pre_adjusted_price,2022-04-01,-0.0399206546,,-0.0399206546,-0.0399206546,jqdata_pre_adjusted_total_return,1.1771,7.6608,7.6608,9322.9231,4.4326,2.98,-23.99,0.03246192173,0.8958892639,7.57599e+11,236.4,5.1,6.2,99.1,1.7,2021-02-04,2020-12-31,334,fresh_or_latest_visible,0.04817731563,0.01191677124,-0.01192007152,0.01157697954,2022-01-04,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2022-01-04,formal_core_insurance_review_v53_test1,2022-01-01;2021-12-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.7754,2.2429,0.5325,-0.38,-0.0892,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,824574,2021-02-04,2020-12-31,https://pdf.dfcfw.com/pdf/H2_AN202102031458294620_1.pdf,49575,2021-02-04,2020-12-31,https://pdf.dfcfw.com/pdf/H2_AN202102031458294620_1.pdf,1.1306351037020328,18.80569460413515,,,ev_nbv_pit_visible
2022-01-04,601628.XSHG,????,life_insurance,1,27.74,pre_adjusted_price,2022-04-01,-0.1056236482,,-0.1056236482,-0.1056236482,jqdata_pre_adjusted_total_return,1.8196,16.5732,16.5732,8567.0321,2.1115,1.6,-53.38,0.05609994154,0.8989063428,6.04666e+11,268.92,4.34,5.3,,1.09,2021-03-26,2020-12-31,284,fresh_or_latest_visible,0.04817731563,0.01191677124,-0.01192007152,0.01157697954,2022-01-04,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2022-01-04,formal_core_insurance_review_v53_test1,2022-01-01;2021-12-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.7754,2.2429,0.5325,-0.38,-0.0892,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,1072140,2021-03-25,2020-12-31,https://www.e-chinalife.com/c/2021-03-25/518248.shtml,58373,2021-03-25,2020-12-31,https://www.e-chinalife.com/c/2021-03-25/518248.shtml,0.7990590874326114,14.676360817501243,,,ev_nbv_pit_visible
2022-01-04,601601.XSHG,????,insurance_group,1,23.49,pre_adjusted_price,2022-04-01,-0.1489995743,,-0.1489995743,-0.1489995743,jqdata_pre_adjusted_total_return,1.1881,9.4943,9.4943,2622.5051,5.1357,2.45,-1.47,0.05964526056,0.882093497,3.31639e+11,288,4.7,5.9,99,1.2,2021-03-29,2020-12-31,281,fresh_or_latest_visible,0.04817731563,0.01191677124,-0.01192007152,0.01157697954,2022-01-04,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2022-01-04,formal_core_insurance_review_v53_test1,2022-01-01;2021-12-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.7754,2.2429,0.5325,-0.38,-0.0892,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,341348,2021-03-29,2020-12-31,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=7919969&stockid=601601,17841,2021-03-29,2020-12-31,https://pdf.dfcfw.com/pdf/H2_AN202103281477689349_1.pdf,0.7682790290260966,14.699316742335071,,,ev_nbv_pit_visible
2022-01-04,601336.XSHG,????,life_insurance,1,33.4,pre_adjusted_price,2022-04-01,-0.08532934132,,-0.08532934132,-0.08532934132,jqdata_pre_adjusted_total_return,1.1629,8.0445,8.0445,1218.1829,3.5595,1.33,-51.21,0.129126751,0.9013150583,1.56398e+11,277.84,4.6,5.5,,1.5,2021-03-25,2020-12-31,285,fresh_or_latest_visible,0.04817731563,0.01191677124,-0.01192007152,0.01157697954,2022-01-04,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2022-01-04,formal_core_insurance_review_v53_test1,2022-01-01;2021-12-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.7754,2.2429,0.5325,-0.38,-0.0892,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,240604,2021-03-24,2020-12-31,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=6973572&stockid=601336,9182,2021-03-24,2020-12-31,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=6973572&stockid=601336,0.5063020149290951,13.2670758004792,,,ev_nbv_pit_visible
2022-01-04,601319.XSHG,????,pnc_insurance_group,1,4.19,pre_adjusted_price,2022-04-01,-0.01670644391,,-0.01670644391,-0.01670644391,jqdata_pre_adjusted_total_return,0.9751,9.4417,9.4417,2087.3724,2.9024,1.83,-34.3,-0.006798020324,0.7874444695,5.20751e+11,305,5,5.8,98.9,11.8,2021-03-24,2020-12-31,286,fresh_or_latest_visible,0.04817731563,0.01191677124,-0.01192007152,0.01157697954,2022-01-04,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2022-01-04,formal_core_insurance_review_v53_test1,2022-01-01;2021-12-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.7754,2.2429,0.5325,-0.38,-0.0892,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,117244,2021-03-24,2020-12-31,https://www.picc.com.cn/jttzzgx/dqbg/202203/P020220824457483662955.pdf,6132,2021-03-24,2020-12-31,https://pdf.dfcfw.com/pdf/H2_AN202103231475530982_1.pdf,1.780366074170107,34.0406457925636,,,ev_nbv_pit_visible
2022-04-01,601318.XSHG,????,insurance_group,1,38.72,pre_adjusted_price,2022-07-01,-0.02324380165,,-0.02324380165,-0.02324380165,jqdata_pre_adjusted_total_return,1.1017,8.8075,8.8075,8950.0062,4.6173,2.49,-45.46,0.04512399109,0.8937369121,7.39933e+11,233.5,4.6,4,98,2.23,2022-03-18,2021-12-31,14,fresh_or_latest_visible,0.04405765341,0.008943625834,-0.178765289,-0.1419816554,2022-04-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2022-04-01,formal_core_insurance_review_v53_test1,2022-04-01;2022-03-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,2.7878,2.1299,0.6579,-0.4282,-0.0425,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,876490,2022-03-18,2021-12-31,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,37898,2022-03-18,2021-12-31,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,1.0211190315919179,23.61603831336746,0.06296099561713087,-0.23554210791729702,ev_nbv_pit_visible
