trade_date,order_health_status,selected_count,selected_codes,executed_order_count,buy_order_count,sell_order_count,skipped_order_count,buy_skipped_count,sell_skipped_count,buy_turnover,sell_turnover,holding_count_after_rebalance,cash_weight_after_rebalance,portfolio_value_after_rebalance,diagnosis
2024-01-02,normal_ordered,10,000600.XSHE;000685.XSHE;000690.XSHE;000692.XSHE;000883.XSHE;002608.XSHE;600098.XSHG;600168.XSHG;600578.XSHG;600969.XSHG,19,10,9,0,0,0,2841608.0,2840317.0,10,0.005633328792639105,3230067.0296,At least one order executed and holdings exist after rebalance.
2024-04-01,normal_ordered,10,000601.XSHE;000605.XSHE;000685.XSHE;000690.XSHE;000692.XSHE;600021.XSHG;600098.XSHG;600168.XSHG;600969.XSHG;601368.XSHG,14,8,6,0,0,0,1586842.0,1588734.0,10,0.00554543017869882,3450290.3441999997,At least one order executed and holdings exist after rebalance.
2024-07-01,normal_ordered,10,000539.XSHE;000601.XSHE;000669.XSHE;000966.XSHE;001896.XSHE;600011.XSHG;600744.XSHG;600795.XSHG;600982.XSHG;601991.XSHG,19,9,10,0,0,0,3002865.0,2965370.0,10,0.005092178901519695,3462953.9812000003,At least one order executed and holdings exist after rebalance.
2024-10-08,normal_ordered,10,000027.XSHE;000421.XSHE;000539.XSHE;002479.XSHE;600011.XSHG;600021.XSHG;600617.XSHG;600795.XSHG;600969.XSHG;601991.XSHG,12,6,6,4,4,0,884809.0,2373150.0,6,0.4220308452103815,3588205.3269,At least one order executed and holdings exist after rebalance.
2025-01-02,normal_ordered,10,000539.XSHE;000543.XSHE;000600.XSHE;000692.XSHE;600011.XSHG;600021.XSHG;600744.XSHG;600795.XSHG;600969.XSHG;601991.XSHG,10,9,1,0,0,0,1506940.0,7692.0,10,0.005750489897110123,3322382.3260000004,At least one order executed and holdings exist after rebalance.
2025-04-01,normal_ordered,10,000685.XSHE;000690.XSHE;002267.XSHE;002911.XSHE;600167.XSHG;600681.XSHG;600803.XSHG;603706.XSHG;605028.XSHG;605368.XSHG,20,10,10,0,0,0,3390962.0,3394560.0,10,0.005956209397785174,3469936.6693999995,At least one order executed and holdings exist after rebalance.
2025-07-01,normal_ordered,10,000685.XSHE;001286.XSHE;001299.XSHE;002267.XSHE;600008.XSHG;600167.XSHG;600681.XSHG;600803.XSHG;605090.XSHG;605368.XSHG,14,9,5,0,0,0,1555868.0,1481369.0,10,0.0061457914713910775,3553551.3857999993,At least one order executed and holdings exist after rebalance.
2025-10-09,normal_ordered,10,000421.XSHE;000539.XSHE;600011.XSHG;600027.XSHG;600051.XSHG;600578.XSHG;600795.XSHG;600803.XSHG;600969.XSHG;601991.XSHG,19,10,9,0,0,0,3810787.0,3769893.0,10,0.005555058260950058,4265946.5818,At least one order executed and holdings exist after rebalance.
2026-01-05,normal_ordered,10,000027.XSHE;000543.XSHE;000600.XSHE;001896.XSHE;002039.XSHE;600011.XSHG;600027.XSHG;600617.XSHG;600795.XSHG;601991.XSHG,16,10,6,0,0,0,2899750.0,2883087.0,10,0.00572336956994028,4625689.5307,At least one order executed and holdings exist after rebalance.
2026-04-01,normal_ordered,10,000027.XSHE;000543.XSHE;000600.XSHE;001210.XSHE;002039.XSHE;600011.XSHG;600021.XSHG;600795.XSHG;600803.XSHG;600969.XSHG,14,10,4,0,0,0,2699657.0,2703951.0,10,0.006074681270613428,5500115.448299999,At least one order executed and holdings exist after rebalance.
