trade_date,code,target_weight,effective_target_weight,actual_weight,amount,close
2022-01-04,002668.XSHE,0.0995,0.0995,0.0992250864374311,41700,5.6
2022-01-04,000651.XSHE,0.0995,0.0995,0.09900243336577466,6200,37.58
2022-01-04,002035.XSHE,0.0995,0.0995,0.09921233912416834,36200,6.45
2022-01-04,600854.XSHG,0.0995,0.0995,0.09747233086379972,37300,6.15
2022-01-04,600619.XSHG,0.0995,0.0995,0.09944646477776128,28300,8.27
2022-01-04,002676.XSHE,0.0995,0.0995,0.10124681032090703,52600,4.53
2022-04-01,600839.XSHG,0.0995,0.0995,0.10000760318981743,69700,2.94
2022-04-01,000404.XSHE,0.0995,0.0995,0.09711744700007276,41200,4.83
2022-04-01,000016.XSHE,0.0995,0.0995,0.09779386653384278,36700,5.46
2022-04-01,002668.XSHE,0.0995,0.0995,0.09880019920240976,42800,4.73
2022-04-01,000651.XSHE,0.0995,0.0995,0.0999129239765769,6200,33.02
2022-04-01,000921.XSHE,0.0995,0.0995,0.09806326305811483,18300,10.98
2022-04-01,002035.XSHE,0.0995,0.0995,0.09877872556641704,36800,5.5
2022-04-01,000521.XSHE,0.0995,0.0995,0.10047465477265864,54900,3.75
2022-04-01,002242.XSHE,0.0995,0.0995,0.09936827448185298,12400,16.42
2022-04-01,600690.XSHG,0.0995,0.0995,0.10084068265889783,8700,23.75
2022-07-01,003023.XSHE,0.0995,0.0995,0.09892411616278753,13200,17.12
2022-07-01,603657.XSHG,0.0995,0.0995,0.09912372939633605,15300,14.8
2022-07-01,002290.XSHE,0.0995,0.0995,0.09945816911219367,31600,7.19
2022-07-01,002429.XSHE,0.0995,0.0995,0.09925330289881493,59200,3.83
2022-07-01,600060.XSHG,0.0995,0.0995,0.09775532815056256,18200,12.27
2022-07-01,002242.XSHE,0.0995,0.0995,0.10389343508217988,12400,19.14
2022-07-01,605555.XSHG,0.0995,0.0995,0.09950281944075058,8900,25.54
2022-07-01,002959.XSHE,0.0995,0.0995,0.09568828058736924,3600,60.72
2022-07-01,600854.XSHG,0.0995,0.0995,0.09846185393772776,39600,5.68
2022-07-01,000333.XSHE,0.0995,0.0995,0.09522032763416007,3700,58.79
2022-10-10,000521.XSHE,0.0995,0.0995,0.105980217231373,50800,4.71
2022-10-10,600983.XSHG,0.0995,0.0995,0.0961576864402813,31600,6.87
2022-10-10,000404.XSHE,0.0995,0.0995,0.09909036033854149,46900,4.77
2022-10-10,600839.XSHG,0.0995,0.0995,0.09865938439789701,86000,2.59
2022-10-10,600060.XSHG,0.0995,0.0995,0.09904030866198156,20000,11.18
2022-10-10,002418.XSHE,0.0995,0.0995,0.10112210405872267,76100,3.0
2022-10-10,688609.XSHG,0.0995,0.0995,0.09567400121193209,32000,6.75
2022-10-10,002429.XSHE,0.0995,0.0995,0.09814469370619208,68600,3.23
2022-10-10,601956.XSHG,0.0995,0.0995,0.09802421533429558,39100,5.66
2022-10-10,002723.XSHE,0.0995,0.0995,0.1028938448219066,20200,11.5
2023-01-03,000521.XSHE,0.0995,0.0995,0.09941656900486939,56200,4.27
2023-01-03,600839.XSHG,0.0995,0.0995,0.09884817604282067,89700,2.66
2023-01-03,605555.XSHG,0.0995,0.0995,0.09990956290052391,11600,20.79
2023-01-03,000921.XSHE,0.0995,0.0995,0.09964856613223623,16600,14.49
2023-01-03,605365.XSHG,0.0995,0.0995,0.0998138640854851,14700,16.39
2023-01-03,000541.XSHE,0.0995,0.0995,0.09861700747662304,47800,4.98
2023-01-03,000651.XSHE,0.0995,0.0995,0.09694165679256686,7200,32.5
2023-01-03,002290.XSHE,0.0995,0.0995,0.09725319579217376,26200,8.96
2023-01-03,002418.XSHE,0.0995,0.0995,0.09978652156690258,81100,2.97
2023-01-03,002614.XSHE,0.0995,0.0995,0.10272087094750836,26100,9.5
2023-04-03,600839.XSHG,0.0995,0.0995,0.10265303650928116,58400,5.06
2023-04-03,000541.XSHE,0.0995,0.0995,0.09999208349456362,49800,5.78
2023-04-03,605555.XSHG,0.0995,0.0995,0.09691288146813329,13000,21.46
2023-04-03,605365.XSHG,0.0995,0.0995,0.09950922126343341,15800,18.13
2023-04-03,002614.XSHE,0.0995,0.0995,0.10131352804651995,33600,8.68
2023-04-03,002418.XSHE,0.0995,0.0995,0.10029326446894483,99900,2.89
2023-04-03,600060.XSHG,0.0995,0.0995,0.09535139533221222,14500,18.93
2023-04-03,600690.XSHG,0.0995,0.0995,0.09674613767608832,12500,22.28
2023-04-03,002519.XSHE,0.0995,0.0995,0.0997127876428883,52000,5.52
2023-04-03,000651.XSHE,0.0995,0.0995,0.09966484880267537,7700,37.26
2023-07-03,002076.XSHE,0.0995,0.0995,0.0996381143255571,119900,2.5
2023-07-03,003023.XSHE,0.0995,0.0995,0.09865220390991206,14400,20.61
2023-07-03,000651.XSHE,0.0995,0.0995,0.10069848324865477,8100,37.4
2023-07-03,002543.XSHE,0.0995,0.0995,0.09945529209743681,37400,8.0
2023-07-03,600060.XSHG,0.0995,0.0995,0.09569247823867015,12000,23.99
2023-07-03,603215.XSHG,0.0995,0.0995,0.09965207529570447,16400,18.28
2023-07-03,603112.XSHG,0.0995,0.0995,0.0983108249494038,25300,11.69
2023-07-03,002242.XSHE,0.0995,0.0995,0.09981794491721724,19900,15.09
2023-07-03,002418.XSHE,0.0995,0.0995,0.09998713857924128,94000,3.2
2023-07-03,002290.XSHE,0.0995,0.0995,0.10036940323803825,22500,13.42
2023-10-09,000521.XSHE,0.0995,0.0995,0.0998628860957125,47600,6.19
2023-10-09,600839.XSHG,0.0995,0.0995,0.09927044123039944,64800,4.52
2023-10-09,601956.XSHG,0.0995,0.0995,0.09873358043711802,50400,5.78
2023-10-09,000404.XSHE,0.0995,0.0995,0.09858851956620612,48400,6.01
2023-10-09,002543.XSHE,0.0995,0.0995,0.09920943432207202,34600,8.46
2023-10-09,000921.XSHE,0.0995,0.0995,0.0987125669464719,12500,23.3
2023-10-09,002418.XSHE,0.0995,0.0995,0.09954497231787288,99900,2.94
2023-10-09,000651.XSHE,0.0995,0.0995,0.10047837801528262,8100,36.6
2023-10-09,002668.XSHE,0.0995,0.0995,0.10177579159904603,39100,7.68
2023-10-09,002035.XSHE,0.0995,0.0995,0.09774831886762997,49300,5.85
2024-01-02,000521.XSHE,0.0995,0.0995,0.10146938983585871,50900,5.78
2024-01-02,600336.XSHG,0.0995,0.0995,0.10112932138500469,47600,6.16
2024-01-02,002614.XSHE,0.0995,0.0995,0.10065750227672039,38200,7.64
2024-01-02,002035.XSHE,0.0995,0.0995,0.09915789008167647,46000,6.25
2024-01-02,000921.XSHE,0.0995,0.0995,0.0988405848334151,14000,20.47
2024-01-02,002668.XSHE,0.0995,0.0995,0.09954072576164398,43400,6.65
2024-01-02,600060.XSHG,0.0995,0.0995,0.09875436058117017,13700,20.9
2024-01-02,603303.XSHG,0.0995,0.0995,0.09716369557575559,22200,12.69
2024-01-02,300625.XSHE,0.0995,0.0995,0.09931516311777122,19300,14.92
2024-01-02,002705.XSHE,0.0995,0.0995,0.09768173088324315,19600,14.45
2024-04-01,600336.XSHG,0.0995,0.0995,0.09923506333301467,63400,5.17
2024-04-01,002614.XSHE,0.0995,0.0995,0.10163769396292517,45800,7.33
2024-04-01,002035.XSHE,0.0995,0.0995,0.09709945893994654,53100,6.04
2024-04-01,000404.XSHE,0.0995,0.0995,0.09513672527390449,44700,7.03
2024-04-01,002668.XSHE,0.0995,0.0995,0.09968464832361662,40700,8.09
2024-04-01,002242.XSHE,0.0995,0.0995,0.10117327418138754,31000,10.78
2024-04-01,300625.XSHE,0.0995,0.0995,0.10046907573819552,24600,13.49
2024-04-01,600690.XSHG,0.0995,0.0995,0.09928289796501137,12800,25.62
2024-04-01,605555.XSHG,0.0995,0.0995,0.10060531361413551,17200,19.32
2024-04-01,000541.XSHE,0.0995,0.0995,0.09963984119997414,55500,5.93
2024-07-01,003023.XSHE,0.0995,0.0995,0.09872649814682417,19200,16.05
2024-07-01,688696.XSHG,0.0995,0.0995,0.09795760018617913,3900,78.4
2024-07-01,603303.XSHG,0.0995,0.0995,0.09941690444065338,26500,11.71
2024-07-01,600983.XSHG,0.0995,0.0995,0.09865729733036611,42300,7.28
2024-07-01,002429.XSHE,0.0995,0.0995,0.09800757855362105,63600,4.81
2024-07-01,002723.XSHE,0.0995,0.0995,0.09855926284038388,48600,6.33
2024-07-01,002035.XSHE,0.0995,0.0995,0.10224741005827796,49100,6.5
2024-07-01,002543.XSHE,0.0995,0.0995,0.1014016223015684,31000,10.21
2024-07-01,688609.XSHG,0.0995,0.0995,0.09797554113859418,34400,8.89
2024-07-01,002242.XSHE,0.0995,0.0995,0.0995684414137305,29100,10.68
2024-10-08,000521.XSHE,0.0995,0.0995,0.09463182102637156,31900,11.12
2024-10-08,002723.XSHE,0.0995,0.0995,0.08155087812869474,48600,6.29
2024-10-08,600619.XSHG,0.0995,0.0995,0.0,0,9.43
2024-10-08,601956.XSHG,0.0995,0.0995,0.0,0,5.37
2024-10-08,600336.XSHG,0.0995,0.0995,0.09562635043703639,51800,6.92
2024-10-08,000810.XSHE,0.0995,0.0995,0.0,0,12.11
2024-10-08,600839.XSHG,0.0995,0.0995,0.0,0,6.5
2024-10-08,600261.XSHG,0.0995,0.0995,0.09882335699749972,117600,3.15
2024-10-08,000404.XSHE,0.0995,0.0995,0.0,0,7.24
2024-10-08,002543.XSHE,0.0995,0.0995,0.0988142867185398,33400,11.09
2025-01-02,600619.XSHG,0.0995,0.0995,0.09548566219606698,30800,11.39
2025-01-02,002614.XSHE,0.0995,0.0995,0.09943261266385361,55100,6.63
2025-01-02,600060.XSHG,0.0995,0.0995,0.09807549970389333,18300,19.69
2025-01-02,000921.XSHE,0.0995,0.0995,0.10336214331025288,12500,30.38
2025-01-02,601956.XSHG,0.0995,0.0995,0.10594789804744158,75000,5.19
2025-01-02,000404.XSHE,0.0995,0.0995,0.09782236792435801,49300,7.29
2025-01-02,000333.XSHE,0.0995,0.0995,0.09840457101728922,4800,75.32
2025-01-02,001268.XSHE,0.0995,0.0995,0.09898269133958278,20900,17.4
2025-01-02,600839.XSHG,0.0995,0.0995,0.09608664603393145,38000,9.29
2025-01-02,002705.XSHE,0.0995,0.0995,0.0991451856109619,24300,14.99
2025-04-01,600619.XSHG,0.0995,0.0995,0.10589592786400444,30100,14.31
2025-04-01,603303.XSHG,0.0995,0.0995,0.10006358912656094,31600,12.88
2025-04-01,002668.XSHE,0.0995,0.0995,0.09753033370563534,35200,11.27
2025-04-01,000404.XSHE,0.0995,0.0995,0.10046236050590306,53000,7.71
2025-04-01,600690.XSHG,0.0995,0.0995,0.098060389867079,14800,26.95
2025-04-01,601956.XSHG,0.0995,0.0995,0.1009756987550192,76200,5.39
2025-04-01,002614.XSHE,0.0995,0.0995,0.09322817564946521,50900,7.45
2025-04-01,002705.XSHE,0.0995,0.0995,0.09935111103942562,25100,16.1
2025-04-01,600839.XSHG,0.0995,0.0995,0.09885940773567452,39500,10.18
2025-04-01,001268.XSHE,0.0995,0.0995,0.09881859636146319,18800,21.38
2025-07-01,603578.XSHG,0.0995,0.0995,0.09803688006262183,27300,14.26
2025-07-01,301332.XSHE,0.0995,0.0995,0.0985078019931663,38200,10.24
2025-07-01,603303.XSHG,0.0995,0.0995,0.0993801407992658,32400,12.18
2025-07-01,600983.XSHG,0.0995,0.0995,0.09999057649960795,37600,10.56
2025-07-01,003023.XSHE,0.0995,0.0995,0.09766971205474277,19200,20.2
2025-07-01,000651.XSHE,0.0995,0.0995,0.09957732361831197,8700,45.45
2025-07-01,300543.XSHE,0.0995,0.0995,0.0985360069430171,36500,10.72
2025-07-01,002959.XSHE,0.0995,0.0995,0.10098782294076095,8400,47.74
2025-07-01,002668.XSHE,0.0995,0.0995,0.10032853223799869,39800,10.01
2025-07-01,600060.XSHG,0.0995,0.0995,0.10056323771354278,17000,23.49
2025-10-09,000521.XSHE,0.0995,0.0995,0.09960918734397398,57000,7.16
2025-10-09,000921.XSHE,0.0995,0.0995,0.09859410695055149,15700,25.73
2025-10-09,600839.XSHG,0.0995,0.0995,0.10113803167780386,38800,10.68
2025-10-09,000404.XSHE,0.0995,0.0995,0.10009830037797703,57200,7.17
2025-10-09,000651.XSHE,0.0995,0.0995,0.10052590818015933,10200,40.38
2025-10-09,002668.XSHE,0.0995,0.0995,0.09946469886287128,42100,9.68
2025-10-09,601956.XSHG,0.0995,0.0995,0.09906100976195259,54700,7.42
2025-10-09,001387.XSHE,0.0995,0.0995,0.09848159142726036,30000,13.45
2025-10-09,603578.XSHG,0.0995,0.0995,0.0974857924358769,31500,12.68
2025-10-09,301135.XSHE,0.0995,0.0995,0.09901634524836848,14300,28.37
2026-01-05,002705.XSHE,0.0995,0.0995,0.09834700357691038,27500,14.31
2026-01-05,000651.XSHE,0.0995,0.0995,0.09880859284215797,9700,40.76
2026-01-05,600060.XSHG,0.0995,0.0995,0.09918171291417456,16100,24.65
2026-01-05,688609.XSHG,0.0995,0.0995,0.09794839238142046,38500,10.18
2026-01-05,000921.XSHE,0.0995,0.0995,0.09828127646442522,15800,24.89
2026-01-05,002668.XSHE,0.0995,0.0995,0.09919045986830756,37800,10.5
2026-01-05,600839.XSHG,0.0995,0.0995,0.10227988406808589,43400,9.43
2026-01-05,603303.XSHG,0.0995,0.0995,0.09972127502769351,30600,13.04
2026-01-05,601956.XSHG,0.0995,0.0995,0.09899302861787682,55400,7.15
2026-01-05,000404.XSHE,0.0995,0.0995,0.09960681488503872,58100,6.86
2026-04-01,688696.XSHG,0.0995,0.0995,0.1012934731249281,4100,94.33
2026-04-01,002705.XSHE,0.0995,0.0995,0.10032101094438171,25200,15.2
2026-04-01,000651.XSHE,0.0995,0.0995,0.09758565004655612,9800,38.02
2026-04-01,002668.XSHE,0.0995,0.0995,0.09962433725726795,41800,9.1
2026-04-01,688609.XSHG,0.0995,0.0995,0.09888549647856572,46100,8.19
2026-04-01,603303.XSHG,0.0995,0.0995,0.09881137668403445,25700,14.68
2026-04-01,600839.XSHG,0.0995,0.0995,0.09819065614326015,42700,8.78
2026-04-01,601956.XSHG,0.0995,0.0995,0.09850573074686837,56900,6.61
2026-04-01,600690.XSHG,0.0995,0.0995,0.09873044729707274,17300,21.79
2026-04-01,000404.XSHE,0.0995,0.0995,0.098736994982102,52800,7.14
