trade_date,order_health_status,selected_count,selected_codes,executed_order_count,buy_order_count,sell_order_count,skipped_order_count,buy_skipped_count,sell_skipped_count,buy_turnover,sell_turnover,holding_count_after_rebalance,cash_weight_after_rebalance,portfolio_value_after_rebalance,diagnosis
2024-01-02,normal_ordered,10,000521.XSHE;000921.XSHE;002035.XSHE;002614.XSHE;002668.XSHE;002705.XSHE;300625.XSHE;600060.XSHG;600336.XSHG;603303.XSHG,16,9,7,0,0,0,1798061.0,1799452.0,10,0.0062896356677405755,2899416.2719999985,At least one order executed and holdings exist after rebalance.
2024-04-01,normal_ordered,10,000404.XSHE;000541.XSHE;002035.XSHE;002242.XSHE;002614.XSHE;002668.XSHE;300625.XSHE;600336.XSHG;600690.XSHG;605555.XSHG,15,9,6,0,0,0,1857026.0,1859842.0,10,0.0060360074678885,3303046.211599998,At least one order executed and holdings exist after rebalance.
2024-07-01,normal_ordered,10,002035.XSHE;002242.XSHE;002429.XSHE;002543.XSHE;002723.XSHE;003023.XSHE;600983.XSHG;603303.XSHG;688609.XSHG;688696.XSHG,18,8,10,0,0,0,2437591.0,2388928.0,10,0.007481843589801247,3121350.4558999985,At least one order executed and holdings exist after rebalance.
2024-10-08,normal_ordered,10,000404.XSHE;000521.XSHE;000810.XSHE;002543.XSHE;002723.XSHE;600261.XSHG;600336.XSHG;600619.XSHG;600839.XSHG;601956.XSHG,12,4,8,6,6,0,1173536.0,3138584.0,5,0.5305533066918577,3748506.5398999983,At least one order executed and holdings exist after rebalance.
2025-01-02,normal_ordered,10,000333.XSHE;000404.XSHE;000921.XSHE;001268.XSHE;002614.XSHE;002705.XSHE;600060.XSHG;600619.XSHG;600839.XSHG;601956.XSHG,15,10,5,0,0,0,3639466.0,1672758.0,10,0.007254722152368264,3673975.6726999986,At least one order executed and holdings exist after rebalance.
2025-04-01,normal_ordered,10,000404.XSHE;001268.XSHE;002614.XSHE;002668.XSHE;002705.XSHE;600619.XSHG;600690.XSHG;600839.XSHG;601956.XSHG;603303.XSHG,13,7,6,0,0,0,1281562.0,1283158.0,10,0.006754409389769522,4067493.5163999987,At least one order executed and holdings exist after rebalance.
2025-07-01,normal_ordered,10,000651.XSHE;002668.XSHE;002959.XSHE;003023.XSHE;300543.XSHE;301332.XSHE;600060.XSHG;600983.XSHG;603303.XSHG;603578.XSHG,18,10,8,0,0,0,3186619.0,3141555.0,10,0.006421965136963812,3970934.2009999994,At least one order executed and holdings exist after rebalance.
2025-10-09,normal_ordered,10,000404.XSHE;000521.XSHE;000651.XSHE;000921.XSHE;001387.XSHE;002668.XSHE;301135.XSHE;600839.XSHG;601956.XSHG;603578.XSHG,17,10,7,0,0,0,2983906.0,2944415.0,10,0.006525027733204752,4097212.4246999985,At least one order executed and holdings exist after rebalance.
2026-01-05,normal_ordered,10,000404.XSHE;000651.XSHE;000921.XSHE;002668.XSHE;002705.XSHE;600060.XSHG;600839.XSHG;601956.XSHG;603303.XSHG;688609.XSHG,14,8,6,0,0,0,1631947.0,1636781.0,10,0.0076415593539089395,4001392.8811999983,At least one order executed and holdings exist after rebalance.
2026-04-01,normal_ordered,10,000404.XSHE;000651.XSHE;002668.XSHE;002705.XSHE;600690.XSHG;600839.XSHG;601956.XSHG;603303.XSHG;688609.XSHG;688696.XSHG,12,6,6,0,0,0,855298.0,853048.0,10,0.009314826294962723,3818143.3419999983,At least one order executed and holdings exist after rebalance.
