trade_date,code,target_weight,effective_target_weight,actual_weight,amount,close
2024-07-01,603517.XSHG,0.124375,0.124375,0.12289866008095744,12000,15.48
2024-07-01,002557.XSHE,0.124375,0.124375,0.12221721294549563,6500,28.42
2024-07-01,600186.XSHG,0.124375,0.124375,0.12420002562994131,54100,3.47
2024-07-01,002695.XSHE,0.124375,0.124375,0.12369257907372849,28500,6.56
2024-07-01,300783.XSHE,0.124375,0.124375,0.12120761262635513,8400,21.81
2024-07-01,603697.XSHG,0.124375,0.124375,0.1238513628722827,32000,5.85
2024-10-08,300972.XSHE,0.124375,0.124375,0.13017094421850356,5000,49.07
2024-10-08,603886.XSHG,0.124375,0.124375,0.11653204280001947,15700,13.99
2024-10-08,600305.XSHG,0.124375,0.124375,0.0,0,8.73
2024-10-08,603517.XSHG,0.124375,0.124375,0.11897629607091674,13000,17.25
2024-10-08,603057.XSHG,0.124375,0.124375,0.11763506050138596,11800,18.79
2024-10-08,002847.XSHE,0.124375,0.124375,0.0,0,55.77
2024-10-08,002495.XSHE,0.124375,0.124375,0.0,0,1.96
2024-10-08,300973.XSHE,0.124375,0.124375,0.11819001794036112,5600,39.78
2025-01-02,603043.XSHG,0.124375,0.124375,0.1234538579279949,15300,16.75
2025-01-02,603886.XSHG,0.124375,0.124375,0.12208816994740426,17600,14.4
2025-01-02,600298.XSHG,0.124375,0.124375,0.12075379403691537,7000,35.81
2025-01-02,002557.XSHE,0.124375,0.124375,0.1240536045014818,8700,29.6
2025-01-02,002695.XSHE,0.124375,0.124375,0.12601903905555933,30000,8.72
2025-01-02,300972.XSHE,0.124375,0.124375,0.11855665016408505,3100,79.39
2025-01-02,603057.XSHG,0.124375,0.124375,0.1251721679903465,12700,20.46
2025-01-02,003000.XSHE,0.124375,0.124375,0.12764678497669363,18700,14.17
2025-04-01,300783.XSHE,0.124375,0.124375,0.12041814453884903,9400,26.83
2025-04-01,600298.XSHG,0.124375,0.124375,0.12288664917904162,7400,34.78
2025-04-01,002557.XSHE,0.124375,0.124375,0.12417628767675151,9900,26.27
2025-04-01,603866.XSHG,0.124375,0.124375,0.12440403945883505,45000,5.79
2025-04-01,603057.XSHG,0.124375,0.124375,0.12642945467811878,13200,20.06
2025-04-01,002695.XSHE,0.124375,0.124375,0.118065664391416,22500,10.99
2025-04-01,300972.XSHE,0.124375,0.124375,0.12633778100482732,2800,94.5
2025-04-01,002956.XSHE,0.124375,0.124375,0.12696803750870625,16000,16.62
2025-07-01,002695.XSHE,0.124375,0.124375,0.12671396846444755,31700,9.67
2025-07-01,603517.XSHG,0.124375,0.124375,0.12373191864859205,19500,15.35
2025-07-01,603719.XSHG,0.124375,0.124375,0.12194492095605765,24300,12.14
2025-07-01,603866.XSHG,0.124375,0.124375,0.12344545336963617,55200,5.41
2025-07-01,300972.XSHE,0.124375,0.124375,0.1235810386676124,1600,186.85
2025-07-01,002650.XSHE,0.124375,0.124375,0.12305853922663079,44300,6.72
2025-07-01,002557.XSHE,0.124375,0.124375,0.12264682289497122,13800,21.5
2025-07-01,002956.XSHE,0.124375,0.124375,0.12463017124768465,12700,23.74
2025-10-09,603886.XSHG,0.124375,0.124375,0.1231033101475237,25000,11.92
2025-10-09,603057.XSHG,0.124375,0.124375,0.12242624194171232,15300,19.37
2025-10-09,603866.XSHG,0.124375,0.124375,0.12539683222114467,55800,5.44
2025-10-09,300973.XSHE,0.124375,0.124375,0.12397783936759856,7100,42.27
2025-10-09,003000.XSHE,0.124375,0.124375,0.12413605603802307,25000,12.02
2025-10-09,600186.XSHG,0.124375,0.124375,0.12416084193939504,52000,5.78
2025-10-09,603517.XSHG,0.124375,0.124375,0.12621889794998217,22700,13.46
2025-10-09,001219.XSHE,0.124375,0.124375,0.1234375067176893,21700,13.77
2026-01-05,603886.XSHG,0.124375,0.124375,0.11941104380419915,22000,13.47
2026-01-05,600298.XSHG,0.124375,0.124375,0.12329147962735647,7000,43.71
2026-01-05,603043.XSHG,0.124375,0.124375,0.1243117562113891,17400,17.73
2026-01-05,002557.XSHE,0.124375,0.124375,0.12647319523064307,14100,22.26
2026-01-05,003000.XSHE,0.124375,0.124375,0.12389470002478808,26900,11.43
2026-01-05,603697.XSHG,0.124375,0.124375,0.1250104764312598,25100,12.36
2026-01-05,002582.XSHE,0.124375,0.124375,0.12770381319574406,27800,11.4
2026-01-05,001219.XSHE,0.124375,0.124375,0.12293486636634979,21500,14.19
2026-04-01,002557.XSHE,0.124375,0.124375,0.12490220794669649,13500,21.55
2026-04-01,003000.XSHE,0.124375,0.124375,0.12214892837442816,27200,10.46
2026-04-01,300973.XSHE,0.124375,0.124375,0.12419381697613002,8700,33.25
2026-04-01,603866.XSHG,0.124375,0.124375,0.12341845085925546,56700,5.07
2026-04-01,603697.XSHG,0.124375,0.124375,0.12556466083614137,28900,10.12
2026-04-01,001219.XSHE,0.124375,0.124375,0.12376835306592919,19400,14.86
2026-04-01,002991.XSHE,0.124375,0.124375,0.1237580491972664,5800,49.7
2026-04-01,002956.XSHE,0.124375,0.124375,0.12354338526679172,10900,26.4
