trade_date,code,sub_industry,approved_gas_water_business_tag,selected_flag,low_pb_baseline_flag,future_return,future_return_minus_universe_mean,future_return_minus_low_pb_mean,price_return,dividend_return,total_return,factor_visible_date,gas_water_visible_date,gas_water_financial_evidence_visible_date,low_price_to_book_safe,dividend_yield,interest_coverage_safe,debt_pressure_safe,capex_burden_safe,direct_receivables_to_revenue,direct_receivables_to_assets,direct_collection_cash_to_revenue,direct_interest_bearing_debt_to_assets,direct_net_debt_to_assets
2026-01-05,003039.XSHE,water,core_water_operator,False,False,-0.1483420593,-0.197468845389359,-0.1505896944856,-0.1483420593,,-0.1483420593,2026-01-05,2025-04-21,2026-01-05,3.8454,1.1986,8.747944623,0.5120841088,0.2613245591,1.971421202,0.1499003841,0.9152696633,0.3571139279,0.2414443197
2026-01-05,300332.XSHE,gas,core_gas_operator,False,True,0.1487758945,0.09964910841064101,0.1465282593144,0.1487758945,,0.1487758945,2026-01-05,2025-08-22,2026-01-05,1.0796,0.0,3.197602756,0.4327481751,0.609181207,0.7010439301,0.04976455627,1.241885025,0.1579192632,0.04550593717
2026-01-05,300435.XSHE,gas,core_gas_operator,False,False,0.1243058522,0.07517906611064101,0.12205821701439999,0.1243058522,,0.1243058522,2026-01-05,2025-04-18,2026-01-05,2.7588,0.8442,50.4939059,0.2685431335,0.0458710662,0.8447717461,0.1486559924,0.793873435,0.01785603107,-0.08225872817
2026-01-05,600008.XSHG,water,core_water_operator,True,True,0.04452054795,-0.004606238139358988,0.042272912764400004,0.04452054795,,0.04452054795,2026-01-05,2025-08-30,2026-01-05,1.0684,5.5921,2.59608342,0.6359311306,0.457562951,5.246871264,0.2223891023,0.7819823266,0.4348479327,0.3811385821
2026-01-05,600168.XSHG,water,core_water_operator,False,True,0.007874015748,-0.04125277034135899,0.0056263805624,0.007874015748,,0.007874015748,2026-01-05,2025-08-29,2026-01-05,0.9477,0.5273,,0.7305097214,999.0,7.064529169,0.2779098234,0.3447480646,0.5923402473,0.5579846247
2026-01-05,600187.XSHG,water,core_water_operator,False,True,-0.246031746,-0.295158532089359,-0.2482793811856,-0.246031746,,-0.246031746,2026-01-05,2025-08-29,2026-01-05,1.2784,0.0,14.3995767,0.08167221593,0.1089602146,4.52671108,0.07190258739,2.298535526,0.01652752004,-0.05342431563
2026-01-05,600283.XSHG,water,core_water_operator,False,False,-0.01641137856,-0.065538164649359,-0.018659013745599997,-0.01641137856,,-0.01641137856,2026-01-05,2025-08-29,2026-01-05,1.6974,2.6596,7.108123573,0.607143725,0.7877516603,1.192190705,0.07626272403,0.9667749169,0.3349119216,0.2408333899
2026-01-05,600333.XSHG,gas,core_gas_operator,False,False,-0.005405405405,-0.05453219149435899,-0.007653040590599999,-0.005405405405,,-0.005405405405,2026-01-05,2025-04-25,2026-01-05,1.8081,0.0,,0.7106218647,999.0,0.6364368491,0.0329294269,1.093439048,0.4172016818,0.3770729837
2026-01-05,600461.XSHG,water,mixed_gas_water_operator,True,True,0.0376940133,-0.011432772789358989,0.035446378114400004,0.0376940133,,0.0376940133,2026-01-05,2025-04-15,2026-01-05,1.2641,4.8842,10.3704647,0.5636636011,0.3562332225,2.061684007,0.1431549605,0.8779167752,0.3118306338,0.2153145165
2026-01-05,600617.XSHG,gas,core_gas_operator,False,False,0.1635220126,0.11439522651064099,0.16127437741439998,0.1635220126,,0.1635220126,2026-01-05,2025-04-15,2026-01-05,1.8134,0.0,,0.8124158578,0.1252561267,0.3579116855,0.04575402588,1.370170935,0.655329187,0.5566062978
2026-01-05,600635.XSHG,gas,core_gas_operator,False,False,-0.1509146341,-0.200041420189359,-0.1531622692856,-0.1509146341,,-0.1509146341,2026-01-05,2025-08-30,2026-01-05,2.1352,0.5488,5.681788356,0.5406282365,0.8670401171,1.369677549,0.06996651598,1.090928319,0.3003775373,0.1678740253
2026-01-05,600681.XSHG,gas,core_gas_operator,True,False,0.002325581395,-0.04680120469435899,7.794620940000012e-05,0.002325581395,,0.002325581395,2026-01-05,2025-08-30,2026-01-05,1.6683,5.3776,3.367459156,0.5355582847,0.3024252798,0.2879383017,0.02855961791,1.192652379,0.2932083837,0.221672722
2026-01-05,600769.XSHG,water,core_water_operator,False,False,0.09512578616,0.04599900007064101,0.0928781509744,0.09512578616,,0.09512578616,2026-01-05,2025-08-22,2026-01-05,39.6898,0.0,864.6587683,0.6923941883,0.01014750369,2.201500253,0.1236171402,0.8396069948,,
2026-01-05,600803.XSHG,gas,core_gas_operator,True,False,0.06221079692,0.013084010830641007,0.0599631617344,0.06221079692,,0.06221079692,2026-01-05,2025-08-28,2026-01-05,2.6936,5.8506,727.7754569,0.5484313609,1.865479976,0.3395580448,0.07424611745,1.334253083,0.2734564391,0.1527234076
2026-01-05,600903.XSHG,gas,core_gas_operator,False,False,-0.03915662651,-0.08828341259935898,-0.0414042616956,-0.03915662651,,-0.03915662651,2026-01-05,2021-03-02,2026-01-05,2.5526,0.7561,,0.6393272396,999.0,0.7420185073,0.07824554663,1.127614628,0.5024981501,0.451024988
2026-01-05,600917.XSHG,gas,core_gas_operator,False,False,-0.009124087591,-0.05825087368035899,-0.0113717227766,-0.009124087591,,-0.009124087591,2026-01-05,2025-08-23,2026-01-05,1.509,1.4828,13.61353009,0.4296657441,0.2051837143,0.450570474,0.08771177201,0.9721941571,0.07671434086,-0.001402506516
2026-01-05,600956.XSHG,gas,core_gas_operator,False,False,0.1646090535,0.11548226741064099,0.16236141831439999,0.1646090535,,0.1646090535,2026-01-05,2025-08-27,2026-01-05,1.468,2.8807,0.6162136983,0.6569515103,1.244553243,1.807423275,0.07331077552,1.526400507,0.5265639212,0.4814172067
2026-01-05,601139.XSHG,gas,core_gas_operator,False,True,0.08372093023,0.03459414414064101,0.0814732950444,0.08372093023,,0.08372093023,2026-01-05,2025-08-29,2026-01-05,1.2059,2.4169,5.298702293,0.5994244321,0.4443676618,0.8048579258,0.1211553574,1.075396371,0.3139946762,0.1803882297
2026-01-05,601158.XSHG,water,core_water_operator,True,True,0.006864988558,-0.04226179753135899,0.004617353372400001,0.006864988558,,0.006864988558,2026-01-05,2025-08-23,2026-01-05,1.2457,3.5045,8.404282039,0.51370989,0.2222953506,1.435273314,0.08214702456,0.9457609132,0.3263678602,0.260807146
2026-01-05,601199.XSHG,water,core_water_operator,True,True,0.02173913043,-0.02738765565935899,0.0194914952444,0.02173913043,,0.02173913043,2026-01-05,2025-08-27,2026-01-05,1.1509,2.5,17.51513345,0.3538294142,0.4031076667,4.119606233,0.2529521906,0.5813125274,0.09588515726,-0.03226385257
2026-01-05,601368.XSHG,water,core_water_operator,False,True,-0.02419354839,-0.07332033447935898,-0.0264411835756,-0.02419354839,,-0.02419354839,2026-01-05,2025-08-23,2026-01-05,0.9084,0.6012,1.179068825,0.8028984989,2.986120714,4.862412497,0.135715946,0.6280826494,0.6743944255,0.6297768039
2026-01-05,603053.XSHG,gas,core_gas_operator,False,False,0.04361702128,-0.00550976480935899,0.0413693860944,0.04361702128,,0.04361702128,2026-01-05,2025-04-19,2026-01-05,1.7928,3.0832,8.474704249,0.3917590458,999.0,0.1493481755,0.01694448795,1.131549601,5.936375348e-05,-0.3586228717
2026-01-05,603080.XSHG,gas,core_gas_operator,False,False,-0.1220618557,-0.171188641789359,-0.1243094908856,-0.1220618557,,-0.1220618557,2026-01-05,2025-08-22,2026-01-05,2.3026,2.259,93.16420635,0.2994369106,0.08986050051,0.4799536473,0.06750919292,1.208455446,0.0009533899734,-0.09609742788
2026-01-05,603291.XSHG,water,core_water_operator,False,False,0.240913811,0.191787024910641,0.2386661758144,0.240913811,,0.240913811,2026-01-05,2025-08-29,2026-01-05,2.3427,1.5291,4.314327178,0.5177647703,0.638174528,1.63164168,0.1160330077,0.8783421497,0.2656114118,0.2412668106
2026-01-05,603318.XSHG,gas,core_gas_operator,False,False,0.1629297459,0.11380295981064101,0.1606821107144,0.1629297459,,0.1629297459,2026-01-05,2025-08-27,2026-01-05,2.1622,1.0164,1.778287749,0.5825573482,999.0,0.6257512414,0.08796731449,0.9515699011,0.3927746429,0.2860978783
2026-01-05,603759.XSHG,water,core_water_operator,False,False,-0.07773512476,-0.126861910849359,-0.0799827599456,-0.07773512476,,-0.07773512476,2026-01-05,2025-08-29,2026-01-05,1.7173,0.0,1.646387299,0.6531467737,999.0,1.715842673,0.2001820678,0.7841196866,0.5005624068,0.3744887211
2026-01-05,605090.XSHG,gas,core_gas_operator,False,False,-0.1383434891,-0.187470275189359,-0.1405911242856,-0.1383434891,,-0.1383434891,2026-01-05,2024-04-10,2026-01-05,2.9858,2.5413,41.56473755,0.3230817155,0.2387981397,0.1192155915,0.03834491867,1.159985211,0.2375189675,-0.04968347756
2026-01-05,605169.XSHG,gas,core_gas_operator,False,False,-0.08523592085,-0.13436270693935898,-0.0874835560356,-0.08523592085,,-0.08523592085,2026-01-05,2025-08-29,2026-01-05,1.9423,1.8262,20.49453522,0.2019436876,0.4558126914,0.05845095089,0.01845143538,1.270861588,0.03542568319,-0.2468949784
2026-01-05,605368.XSHG,gas,core_gas_operator,True,False,0.06002554278,0.010898756690641012,0.057777907594400005,0.06002554278,,0.06002554278,2026-01-05,2025-08-30,2026-01-05,1.7394,10.8557,10.0789189,0.4338477681,0.02198435062,0.2652876144,0.03569187856,1.222364627,0.2435490251,0.1038239817
2026-04-01,000407.XSHE,gas,core_gas_operator,False,False,-0.2017167382,-0.08413859314205124,-0.06834133988299998,-0.2017167382,,-0.2017167382,2026-04-01,2026-03-25,2026-04-01,1.3573,1.2102,5.772153867,0.4578441606,0.320937236,0.4882398599,0.0878985356,0.9617536511,0.1853530231,0.09514740872
2026-04-01,000421.XSHE,gas,core_gas_operator,False,False,-0.2296072508,-0.11202910574205124,-0.09623185248299998,-0.2296072508,,-0.2296072508,2026-04-01,2025-08-22,2026-04-01,1.3677,0.8994,16.76594372,0.6212786174,0.7560248396,0.1117442097,0.03278642632,0.3252134788,0.194672831,0.04328879671
2026-04-01,000593.XSHE,gas,core_gas_operator,False,False,0.4439490446,0.5615271896579488,0.577324442917,0.4439490446,,0.4439490446,2026-04-01,2025-08-16,2026-04-01,6.4394,0.0,0.6334113622,0.4984417424,2.273582822,0.5115545784,0.1092870077,1.01772604,0.2681871222,0.2042939019
2026-04-01,000598.XSHE,water,core_water_operator,False,True,-0.04696969697,0.07060844808794875,0.08640570134700001,-0.04696969697,,-0.04696969697,2026-04-01,2025-08-28,2026-04-01,1.0349,2.7343,9.370283769,0.5765815311,0.3716587153,2.576346279,0.1229305878,1.083507901,0.3176384213,0.2345692552
2026-04-01,000669.XSHE,gas,core_gas_operator,False,False,-0.2584493042,-0.14087115914205126,-0.125073905883,-0.2584493042,,-0.2584493042,2026-04-01,2025-08-29,2026-04-01,,0.0,,0.966642388,0.2686627798,0.1034490215,0.01159592619,1.113792546,0.4947555621,0.4570166017
2026-04-01,001299.XSHE,gas,core_gas_operator,True,False,-0.0107421875,0.10683595755794875,0.12263321081700002,-0.0107421875,,-0.0107421875,2026-04-01,2026-03-31,2026-04-01,2.7395,5.4935,54.16354384,0.295193937,0.4042333139,0.06624406551,0.008108485095,1.360524997,0.003753926338,-0.09132966814
2026-04-01,002259.XSHE,gas,core_gas_operator,False,False,-0.258126195,-0.14054804994205125,-0.12475079668299999,-0.258126195,,-0.258126195,2026-04-01,2025-08-29,2026-04-01,14.4932,0.0,6.395355776,0.6990937973,0.004683473432,0.01652520594,0.004426189287,1.133499461,0.1545801948,-0.2329396959
2026-04-01,002267.XSHE,gas,core_gas_operator,True,False,-0.1340341656,-0.016456020542051253,-0.0006587672829999891,-0.1340341656,,-0.1340341656,2026-04-01,2025-08-26,2026-04-01,1.3248,4.4643,,0.507001254,0.784083701,0.08511748799,0.006745328533,1.197144587,0.2782687548,0.2252287058
2026-04-01,002700.XSHE,gas,core_gas_operator,True,False,-0.07910447761,0.03847366744794875,0.054270920707000014,-0.07910447761,,-0.07910447761,2026-04-01,2025-08-21,2026-04-01,2.0321,0.9821,88.06180687,0.1282453987,0.3140884644,0.2338899857,0.02169153657,1.206543791,0.0002392814085,-0.136354504
2026-04-01,002911.XSHE,gas,core_gas_operator,False,False,-0.2954545455,-0.17787640044205125,-0.16207914718299998,-0.2954545455,,-0.2954545455,2026-04-01,2024-03-27,2026-04-01,3.5383,3.3415,20.89590288,0.4934680229,0.1763328462,0.05255362192,0.0264576447,1.231874775,0.1738325316,-0.003098457883
2026-04-01,003039.XSHE,water,core_water_operator,False,False,-0.2322404372,-0.11466229214205126,-0.098865038883,-0.2322404372,,-0.2322404372,2026-04-01,2025-04-21,2026-04-01,3.2748,1.4075,8.747944623,0.5120841088,0.2613245591,1.971421202,0.1499003841,0.9152696633,0.3571139279,0.2414443197
2026-04-01,300332.XSHE,gas,core_gas_operator,False,True,-0.2950819672,-0.17750382214205127,-0.161706568883,-0.2950819672,,-0.2950819672,2026-04-01,2025-08-22,2026-04-01,1.2404,0.0,3.197602756,0.4327481751,0.609181207,0.7010439301,0.04976455627,1.241885025,0.1579192632,0.04550593717
2026-04-01,300435.XSHE,gas,core_gas_operator,False,False,-0.02849544073,0.08908270432794875,0.10487995758700001,-0.02849544073,,-0.02849544073,2026-04-01,2025-04-18,2026-04-01,3.1011,0.751,50.4939059,0.2685431335,0.0458710662,0.8447717461,0.1486559924,0.793873435,0.01785603107,-0.08225872817
2026-04-01,600008.XSHG,water,core_water_operator,True,True,-0.1049180328,0.012660112257948747,0.02845736551700001,-0.1049180328,,-0.1049180328,2026-04-01,2025-08-30,2026-04-01,1.1,6.7093,2.59608342,0.6359311306,0.457562951,5.246871264,0.2223891023,0.7819823266,0.4348479327,0.3811385821
2026-04-01,600168.XSHG,water,core_water_operator,False,True,-0.19921875,-0.08164060494205125,-0.06584335168299998,-0.19921875,,-0.19921875,2026-04-01,2026-03-27,2026-04-01,0.9534,0.5233,0.272429255,0.6966247411,0.5358850313,6.827175565,0.2794215857,0.8008657518,0.5500299654,0.5060843491
2026-04-01,600187.XSHG,water,core_water_operator,False,True,-0.2631578947,-0.14557974964205125,-0.129782496383,-0.2631578947,,-0.2631578947,2026-04-01,2025-08-29,2026-04-01,0.9639,0.0,14.3995767,0.08167221593,0.1089602146,4.52671108,0.07190258739,2.298535526,0.01652752004,-0.05342431563
2026-04-01,600283.XSHG,water,core_water_operator,False,False,-0.127919911,-0.010341765942051245,0.005455487317000018,-0.127919911,,-0.127919911,2026-04-01,2025-08-29,2026-04-01,1.6703,2.7027,7.108123573,0.607143725,0.7877516603,1.192190705,0.07626272403,0.9667749169,0.3349119216,0.2408333899
2026-04-01,600333.XSHG,gas,core_gas_operator,False,False,-0.0615942029,0.05598394215794875,0.07178119541700001,-0.0615942029,,-0.0615942029,2026-04-01,2025-04-25,2026-04-01,1.7984,0.0,,0.7106218647,999.0,0.6364368491,0.0329294269,1.093439048,0.4172016818,0.3770729837
2026-04-01,600461.XSHG,water,mixed_gas_water_operator,True,True,-0.06303418803,0.05454395702794876,0.07034121028700002,-0.06303418803,,-0.06303418803,2026-04-01,2025-04-15,2026-04-01,1.312,4.7059,10.3704647,0.5636636011,0.3562332225,2.061684007,0.1431549605,0.8779167752,0.3118306338,0.2153145165
2026-04-01,600617.XSHG,gas,core_gas_operator,False,False,-0.2405405405,-0.12296239544205126,-0.107165142183,-0.2405405405,,-0.2405405405,2026-04-01,2025-04-15,2026-04-01,2.1099,0.0,,0.8124158578,0.1252561267,0.3579116855,0.04575402588,1.370170935,0.655329187,0.5566062978
2026-04-01,600635.XSHG,gas,core_gas_operator,False,False,-0.2064631957,-0.08888505064205124,-0.07308779738299997,-0.2064631957,,-0.2064631957,2026-04-01,2026-03-31,2026-04-01,1.8503,0.6463,,0.5513149107,2.018982608,1.213806997,0.07588226684,0.8905952576,0.3111307326,0.1825161815
2026-04-01,600681.XSHG,gas,core_gas_operator,True,False,-0.2389791183,-0.12140097324205124,-0.10560371998299997,-0.2389791183,,-0.2389791183,2026-04-01,2025-08-30,2026-04-01,1.6721,5.3653,3.367459156,0.5355582847,0.3024252798,0.2879383017,0.02855961791,1.192652379,0.2932083837,0.221672722
2026-04-01,600769.XSHG,water,core_water_operator,False,False,0.4860014358,0.6035795808579487,0.6193768341170001,0.4860014358,,0.4860014358,2026-04-01,2025-08-22,2026-04-01,43.4653,0.0,864.6587683,0.6923941883,0.01014750369,2.201500253,0.1236171402,0.8396069948,,
2026-04-01,600803.XSHG,gas,core_gas_operator,True,False,-0.2584704743,-0.14089232924205122,-0.12509507598299996,-0.2584704743,,-0.2584704743,2026-04-01,2026-03-28,2026-04-01,2.7533,5.5113,567.9851024,0.532116661,0.3283050661,0.2554869466,0.06725784145,1.291115843,0.2468361074,0.1301828815
2026-04-01,600903.XSHG,gas,core_gas_operator,False,False,0.08150470219,0.19908284724794875,0.21488010050700002,0.08150470219,,0.08150470219,2026-04-01,2021-03-02,2026-04-01,2.4528,0.5522,,0.6393272396,999.0,0.7420185073,0.07824554663,1.127614628,0.5024981501,0.451024988
2026-04-01,600917.XSHG,gas,core_gas_operator,False,False,-0.1491712707,-0.031593125642051245,-0.01579587238299998,-0.1491712707,,-0.1491712707,2026-04-01,2025-08-23,2026-04-01,1.4954,1.4964,13.61353009,0.4296657441,0.2051837143,0.450570474,0.08771177201,0.9721941571,0.07671434086,-0.001402506516
2026-04-01,600956.XSHG,gas,core_gas_operator,False,False,-0.1648998822,-0.047321737142051234,-0.03152448388299997,-0.1648998822,,-0.1648998822,2026-04-01,2026-03-26,2026-04-01,1.5962,2.4735,0.8612771198,0.6630416866,1.725354098,1.27149918,0.07324436992,1.122370334,0.507904512,0.4560988235
2026-04-01,601139.XSHG,gas,core_gas_operator,False,True,-0.1745350501,-0.056956905042051253,-0.04115965178299999,-0.1745350501,,-0.1745350501,2026-04-01,2026-03-31,2026-04-01,1.2697,2.2284,8.557797704,0.5991558528,0.4503945326,0.6733141463,0.1015518918,1.202857979,0.2666038303,0.1144047314
2026-04-01,601158.XSHG,water,core_water_operator,False,True,-0.1045454545,0.013032690557948756,0.02882994381700002,-0.1045454545,,-0.1045454545,2026-04-01,2025-08-23,2026-04-01,1.254,3.4811,8.404282039,0.51370989,0.2222953506,1.435273314,0.08214702456,0.9457609132,0.3263678602,0.260807146
2026-04-01,601199.XSHG,water,core_water_operator,True,True,0.04787234043,0.16545048548794875,0.181247738747,0.04787234043,,0.04787234043,2026-04-01,2025-08-27,2026-04-01,1.1776,2.4433,17.51513345,0.3538294142,0.4031076667,4.119606233,0.2529521906,0.5813125274,0.09588515726,-0.03226385257
2026-04-01,601368.XSHG,water,core_water_operator,False,True,-0.1301652893,-0.012587144242051235,0.003210109017000029,-0.1301652893,,-0.1301652893,2026-04-01,2026-03-27,2026-04-01,0.894,0.616,,0.8101884446,2.915258932,5.46645732,0.1327026739,0.787812588,0.6562141222,0.624296152
2026-04-01,603053.XSHG,gas,core_gas_operator,False,False,-0.1508664628,-0.03328831774205124,-0.017491064482999974,-0.1508664628,,-0.1508664628,2026-04-01,2025-04-19,2026-04-01,1.8702,2.9557,8.474704249,0.3917590458,999.0,0.1493481755,0.01694448795,1.131549601,5.936375348e-05,-0.3586228717
2026-04-01,603080.XSHG,gas,core_gas_operator,True,False,-0.09816815406,0.019409990997948753,0.03520724425700002,-0.09816815406,,-0.09816815406,2026-04-01,2025-08-22,2026-04-01,2.0211,2.5735,93.16420635,0.2994369106,0.08986050051,0.4799536473,0.06750919292,1.208455446,0.0009533899734,-0.09609742788
2026-04-01,603291.XSHG,water,core_water_operator,False,False,-0.3221757322,-0.20459758714205126,-0.188800333883,-0.3221757322,,-0.3221757322,2026-04-01,2025-08-29,2026-04-01,2.9086,1.2315,4.314327178,0.5177647703,0.638174528,1.63164168,0.1160330077,0.8783421497,0.2656114118,0.2412668106
2026-04-01,603318.XSHG,gas,core_gas_operator,False,False,0.2776349614,0.3952131064579487,0.411010359717,0.2776349614,,0.2776349614,2026-04-01,2025-08-27,2026-04-01,3.0381,0.7234,1.778287749,0.5825573482,999.0,0.6257512414,0.08796731449,0.9515699011,0.3927746429,0.2860978783
2026-04-01,603759.XSHG,water,core_water_operator,False,False,-0.2767950052,-0.15921686014205125,-0.14341960688299998,-0.2767950052,,-0.2767950052,2026-04-01,2025-08-29,2026-04-01,1.5827,0.0,1.646387299,0.6531467737,999.0,1.715842673,0.2001820678,0.7841196866,0.5005624068,0.3744887211
2026-04-01,605090.XSHG,gas,core_gas_operator,False,False,-0.01519119958,0.10238694547794876,0.11818419873700002,-0.01519119958,,-0.01519119958,2026-04-01,2024-04-10,2026-04-01,2.5858,2.9344,41.56473755,0.3230817155,0.2387981397,0.1192155915,0.03834491867,1.159985211,0.2375189675,-0.04968347756
2026-04-01,605169.XSHG,gas,core_gas_operator,False,False,-0.2462562396,-0.12867809454205126,-0.112880841283,-0.2462562396,,-0.2462562396,2026-04-01,2025-08-29,2026-04-01,1.7772,1.9959,20.49453522,0.2019436876,0.4558126914,0.05845095089,0.01845143538,1.270861588,0.03542568319,-0.2468949784
2026-04-01,605368.XSHG,gas,core_gas_operator,True,False,-0.2554216867,-0.13784354164205123,-0.12204628838299997,-0.2554216867,,-0.2554216867,2026-04-01,2025-08-30,2026-04-01,1.8438,10.241,10.0789189,0.4338477681,0.02198435062,0.2652876144,0.03569187856,1.222364627,0.2435490251,0.1038239817
