trade_date,code,amount,net_cash_per_share,dividend_cash
2024-06-07,600035.XSHG,24200,0.152,3678.4
2024-06-13,000900.XSHE,28800,0.12,3456.0
2024-06-14,601187.XSHG,20500,0.248,5084.0
2024-06-14,600017.XSHG,38800,0.052,2017.6
2024-06-18,000027.XSHE,15000,0.112,1680.0
2024-06-20,600717.XSHG,24800,0.0816,2023.68
2024-06-25,600350.XSHG,12600,0.336,4233.6
2024-06-27,601229.XSHG,15900,0.368,5851.2
2024-06-27,600033.XSHG,31900,0.096,3062.4
2024-06-28,601077.XSHG,23100,0.2308,5331.4800000000005
2024-06-28,601816.XSHG,21300,0.08928,1901.664
2024-07-05,600908.XSHG,21600,0.16,3456.0
2024-07-05,600795.XSHG,19200,0.056,1075.2
2024-07-10,601169.XSHG,19600,0.256,5017.6
2024-07-11,600011.XSHG,11900,0.16,1904.0
2024-07-12,601939.XSHG,15400,0.32,4928.0
2024-07-15,000429.XSHE,11000,0.4376,4813.599999999999
2024-07-16,601398.XSHG,20100,0.24512,4926.912
2024-07-17,601326.XSHG,36100,0.0664,2397.04
2024-07-18,600000.XSHG,13900,0.2568,3569.5199999999995
2024-07-26,600377.XSHG,9000,0.376,3384.0
2024-08-08,000883.XSHE,19100,0.072,1375.1999999999998
2024-08-23,601991.XSHG,38100,0.006,228.6
2024-10-21,000905.XSHE,19100,0.0424,809.84
2024-10-25,600681.XSHG,33300,0.072,2397.6
2024-10-31,600795.XSHG,22600,0.072,1627.1999999999998
2024-12-20,600033.XSHG,32900,0.04,1316.0
2025-01-22,601818.XSHG,33100,0.0832,2753.92
2025-04-25,601988.XSHG,22700,0.09728,2208.2560000000003
2025-04-30,002807.XSHE,28700,0.16,4592.0
2025-05-09,601008.XSHG,32900,0.048,1579.2
2025-05-14,000828.XSHE,12600,0.26,3276.0
2025-05-16,601018.XSHG,34000,0.0864,2937.6000000000004
2025-05-29,000900.XSHE,30600,0.12,3672.0
2025-06-04,000791.XSHE,18900,0.144,2721.6
2025-06-05,002966.XSHE,16100,0.16,2576.0
2025-06-06,601997.XSHG,21600,0.232,5011.2
2025-06-13,600017.XSHG,41200,0.0688,2834.56
2025-06-16,000905.XSHE,16700,0.044,734.8
2025-06-19,600717.XSHG,26800,0.0832,2229.7599999999998
2025-06-25,000543.XSHE,16900,0.2552,4312.88
2025-06-27,601825.XSHG,15200,0.1544,2346.88
2025-06-27,002039.XSHE,7600,0.048,364.8
2025-06-27,600098.XSHG,19800,0.216,4276.8
2025-06-27,600035.XSHG,29000,0.136,3944.0000000000005
2025-07-04,600908.XSHG,21500,0.176,3784.0
2025-07-10,600011.XSHG,19000,0.216,4104.0
2025-07-10,600795.XSHG,27900,0.088,2455.2
2025-07-11,600033.XSHG,38400,0.04,1536.0
2025-07-14,601398.XSHG,17900,0.13168,2357.0719999999997
2025-07-14,600027.XSHG,24800,0.104,2579.2
2025-07-14,000429.XSHE,10100,0.4184,4225.84
2025-07-15,600020.XSHG,28400,0.136,3862.4
2025-07-17,600018.XSHG,23800,0.116,2760.8
2025-07-18,601326.XSHG,42100,0.068,2862.8
2025-07-30,600377.XSHG,8800,0.392,3449.6
2025-08-05,600350.XSHG,12700,0.336,4267.2
2025-08-08,601228.XSHG,42000,0.0312,1310.3999999999999
2025-08-15,601333.XSHG,47100,0.056,2637.6
2025-08-22,601991.XSHG,42700,0.04968,2121.3360000000002
2025-10-15,000001.XSHE,12300,0.1888,2322.24
2025-10-15,002839.XSHE,32500,0.08,2600.0
2025-10-16,600803.XSHG,7700,0.144,1108.8
2025-10-24,601018.XSHG,38300,0.024,919.2
2025-10-29,600795.XSHG,27800,0.08,2224.0
2025-10-29,603689.XSHG,16400,0.04,656.0
2025-10-31,600017.XSHG,45500,0.0264,1201.2
2025-11-12,600027.XSHG,27300,0.072,1965.6
2025-11-25,600908.XSHG,23700,0.088,2085.6
2025-12-03,002807.XSHE,31600,0.08,2528.0
2025-12-15,601398.XSHG,19200,0.11312,2171.904
2025-12-31,600033.XSHG,41600,0.04,1664.0
2026-01-13,600018.XSHG,26300,0.04,1052.0
2026-02-05,601860.XSHG,51900,0.04,2076.0
2026-05-12,601528.XSHG,27000,0.168,4536.0
2026-05-19,000828.XSHE,14300,0.26,3718.0
2026-05-29,002039.XSHE,7700,0.312,2402.4
