canonical_model_id,has_source_evidence,has_addendum,report_status,missing_reason
v5b_non_core_sector_disposition,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5b_non_core_sector_queue_execution,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5b_telecom_sidecar_attribution,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5b_telecom_specialist_policy,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5b_three_track_execution,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5b_three_track_execution_plan,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5c_50w_execution_micro_audit,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5c_50w_execution_optimization_test,True,True,report_complete_validation_not_independent,
v5c_bank_power_dedicated_book_card_collection,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_bank_power_financial_report_batch_extraction,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_bank_power_financial_report_data_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5c_bank_power_financial_report_pit_panel,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_bank_power_industry_factor_weight_test,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_bank_power_single_factor_cross_section_test,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_bank_power_v5f_attribution,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_bank_special_mention_pre2021_train_test,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5c_closeout,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5c_closeout_defense_addendum,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5c_continuation_decision,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_core_infra_cashflow_field_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_cross_sector_pre2021_factor_screen,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_cycle_sector_data_gate_queue,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5c_defense_overlay_exploration,True,True,report_complete_validation_not_independent,
v5c_defense_overlay_formal_validation,True,True,report_complete_validation_not_independent,
v5c_defense_overlay_pm_quant_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_erc_formal_validation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_erc_forward_paper_tracking,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_erc_pm_quant_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_final_archive,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_financial_statement_expectation_layer,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_fixed_rule_risk_budget_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5c_forward_financial_statement_tracking,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_highway_capex_fcf_small_original_page_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_highway_ocf_risk_cap_rule_freeze,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_highway_ocf_risk_cap_v1_limited_engineering,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_industry_knowledge_base_bank_power_p0,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_infra_capex_original_statement_extraction,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_infra_ocf_quality_fixed_rule_quant_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5c_key_metric_confidence_tilt_overlay,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_key_weight_metric_prediction,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_low_capital_version_handoff,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_overheat_no_new_overweight_limited_engineering,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_overheat_overlay_pm_quant_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5c_overlay_engineering_comparison,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_overlay_hypothesis_admission,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_overlay_quant_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5c_p0_local_data_gate,True,True,report_complete_validation_not_independent,
v5c_p1_financial_quality_pit_panel,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_p2_valuation_and_crowding_state_panel,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_p3_state_governance_quant_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5c_p4_state_forward_observation_packet,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_power_specialist_combo_deep_dive,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_profit_taking_overheat_overlay,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_risk_budget_overlay_engineering_comparison,True,True,report_complete_validation_not_independent,
v5c_sidecar_observation_enhancement,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5c_sleeve_level_risk_attribution,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5c_sleeve_weighting_diagnostic,True,True,report_complete_validation_not_independent,
v5c_sleeve_weighting_rigorous_test,True,True,report_complete_validation_not_independent,
v5c_topx_capital_rigorous_test,True,True,report_complete_validation_not_independent,
v5d_baostock_5min_data_gate,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5d_closeout,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5d_free_minute_source_audit,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5d_l2_conservative_slippage_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5d_l2_execution_cost_broker_paper_review,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5d_l2_liquidity_instant_fill_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5d_l2_order_scheduling_pm_quant_review,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5d_l3_1_unfilled_remediation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5d_l3_intraday_execution_engineering,True,True,report_complete_validation_not_independent,
v5d_l3_intraday_execution_policy_spec,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5d_l3_pm_quant_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5d_l4_rebalance_neighborhood_order_completion,True,True,archived_or_superseded,
v5d_minute_execution_audit,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5d_minute_execution_robustness,True,True,report_complete_validation_not_independent,
v5d_order_scheduling_engineering_test,True,True,report_complete_validation_not_independent,
v5d_order_scheduling_policy_spec,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5d_yixin_api_capability_probe,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_511360_cash_proxy_forward_stress_packet,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_511360_cash_proxy_limited_engineering,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5e_511360_cash_proxy_limited_engineering_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_511360_cash_proxy_pm_quant_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_511360_forward_paper_tracking,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_511360_pit_data_audit,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_capital_sensitivity_test,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5e_cash_drag_robustness_packet,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_cash_policy_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_cash_proxy_asset_data_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_daily_momentum_diagnostic_addendum,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5e_formal_validation_forward_packet,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_forward_paper_continuation_v5f_prep,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_forward_paper_daily_packet,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_full_holding_5min_data_gate,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5e_full_holding_5min_momentum_research,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5e_full_holding_rolling_intraday_research,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_full_intraday_nav_engineering_test,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5e_historical_closeout_governance_packet,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5e_holding_period_exit_pm_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_limited_engineering_loop,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5e_long_horizon_momentum_diagnostic,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_momentum_addenda_closeout_packet,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5e_pm_quant_formal_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_post_exit_5min_monitoring_audit_packet,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5e_post_exit_5min_monitoring_data_gate,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5e_profit_lock_execution_robust_formal_review,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5e_profit_lock_main_20pct_sell50,True,True,archived_or_superseded,
v5e_profit_lock_main_forward_paper_execution_tracking,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5e_profit_lock_model_comparison,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_quant_spec_single_name_exit,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_reasonable_momentum_range_test,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_short_financing_etf_cash_proxy_selection_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_sleeve_cash_bucket_engineering,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5e_sleeve_cash_policy_quant_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_sleeve_level_risk_release_limited_engineering,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5e_sleeve_level_risk_release_pm_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_sleeve_level_risk_release_quant_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5e_trigger_day_5min_execution_data_gate,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5e_trigger_day_5min_execution_proxy_test,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_1min_forward_observation_append,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_1min_intraday_relative_zone_timing_test,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_1min_microstructure_signal_quality_gate,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_1min_queue_123_execution,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_1min_vwap_execution_precision_audit,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_adaptive_momentum_governance,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_backtest_scope_governance_correction,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_clean_forward_target_population,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_deployment_governance_paper_workflow,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_event_triggered_mean_reversion_borrowing_test,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_extreme_value_reversion,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_forward_continuation_v5g01_closeout,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5f_forward_paper_tracking_with_v5c_state_tags,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_forward_paper_v5c_state_tags,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_improvement_queue_execution,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_internal_subsleeve_candidate_replacement_packet,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_internal_subsleeve_deep_engineering,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_internal_subsleeve_deep_research_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5f_internal_subsleeve_deployment_governance,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_internal_subsleeve_forward_paper_tracking,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_internal_subsleeve_pm_quant_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_internal_subsleeve_queue_123_execution,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_internal_subsleeve_robustness_packet,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_joinquant_export_checklist,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_joinquant_now_execution,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_joinquant_platform_attribution,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_joinquant_platform_forward_handoff,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_local_1min_data_package_audit,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_locked_pool_conditional_momentum,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_locked_pool_daily_momentum_governance,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_mean_reversion_diagnostic,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_model_comparison_progress,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_momentum_weight_tilt_backtest_scope,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_momentum_weight_tilt_forward_paper_tracking,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_momentum_weight_tilt_limited_engineering,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_momentum_weight_tilt_pm_quant_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_momentum_weight_tilt_quant_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5f_needed_model_full_comparison,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_overlay_deployment_governance_review,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_paper_workflow_artifacts,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_physics_curve_diagnostic_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5f_physics_curve_full_5min_diagnostic,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_pre2021_5min_blocker_completion,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_pre2021_factor_panel_repair,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_pre2021_multisleeve_mainline_validation,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_pre2021_repaired_multisleeve_data_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5f_prebacktest_5min_to_backtest,True,True,execution_only_no_strategy_nav,daily_nav_or_return_series_not_found_or_not_eligible
v5f_prejq_local_closeout,True,True,archived_or_superseded,daily_nav_or_return_series_not_found_or_not_eligible
v5f_prejq_v5c_v5g_integration,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_progress_checkpoint,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_quality_value_mean_reversion,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_repaired_baseline_overlay_comparison,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_repaired_overlay_forward_paper_tracking,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_short_window_reversion_diagnostic,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5f_short_window_reversion_nav_engineering,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_short_window_reversion_walk_forward_robustness,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_short_window_spike_reversion_symmetry,True,True,report_complete_validation_not_independent,daily_nav_or_return_series_not_found_or_not_eligible
v5f_spike_funded_mr_borrowing_forward_observation,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_spike_funded_mr_borrowing_independent_validation_gate,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
v5f_spike_mr_prebacktest_to_backtest_jq_sim,True,True,performance_data_unavailable,daily_nav_or_return_series_not_found_or_not_eligible
v5f_spike_mr_signal_quality_filter_spec,True,True,diagnostic_only_no_nav_claim,daily_nav_or_return_series_not_found_or_not_eligible
