canonical_model_id,report_status,daily_series_status,benchmark_status,validation_status,limitations
v5c_cross_sector_pre2021_factor_screen,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_cycle_sector_data_gate_queue,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_defense_overlay_pm_quant_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_erc_formal_validation,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_erc_forward_paper_tracking,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_erc_pm_quant_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_final_archive,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_financial_statement_expectation_layer,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_fixed_rule_risk_budget_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_forward_financial_statement_tracking,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_highway_capex_fcf_small_original_page_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_highway_ocf_risk_cap_rule_freeze,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_highway_ocf_risk_cap_v1_limited_engineering,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_industry_knowledge_base_bank_power_p0,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_infra_capex_original_statement_extraction,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_infra_ocf_quality_fixed_rule_quant_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_key_metric_confidence_tilt_overlay,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_key_weight_metric_prediction,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_low_capital_version_handoff,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_overheat_no_new_overweight_limited_engineering,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_overheat_overlay_pm_quant_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_overlay_engineering_comparison,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_overlay_hypothesis_admission,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_overlay_quant_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_p1_financial_quality_pit_panel,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_p2_valuation_and_crowding_state_panel,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_p3_state_governance_quant_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_p4_state_forward_observation_packet,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_power_specialist_combo_deep_dive,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_profit_taking_overheat_overlay,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_sidecar_observation_enhancement,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5c_sleeve_level_risk_attribution,report_complete_validation_not_independent,daily_nav_unavailable,benchmark_coverage_insufficient,validation_not_independent_or_overlapping,companion_reporting_only;no_model_status_change;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_baostock_5min_data_gate,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_closeout,archived_or_superseded,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_free_minute_source_audit,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_l2_conservative_slippage_spec,diagnostic_only_no_nav_claim,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_l2_execution_cost_broker_paper_review,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_l2_liquidity_instant_fill_review,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
v5d_l2_order_scheduling_pm_quant_review,execution_only_no_strategy_nav,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
