trade_date,official_strategy_return,sum_sleeve_contribution_return,reconstructed_portfolio_value,official_portfolio_value,value_gap,cash,cash_weight,bank_pnl,bank_contribution_return,bank_local_return,bank_end_value,bank_end_weight,utilities_electricity_pnl,utilities_electricity_contribution_return,utilities_electricity_local_return,utilities_electricity_end_value,utilities_electricity_end_weight,highway_infrastructure_pnl,highway_infrastructure_contribution_return,highway_infrastructure_local_return,highway_infrastructure_end_value,highway_infrastructure_end_weight,port_rail_infrastructure_pnl,port_rail_infrastructure_contribution_return,port_rail_infrastructure_local_return,port_rail_infrastructure_end_value,port_rail_infrastructure_end_weight,return_gap
2021-05-28,-0.004460556182375064,-0.0044605561823750145,2045065.1332999999,2045065.1332999999,0.0,21798.133299999972,0.010658894401483253,1529.0,0.0007443184986196003,0.003006888902436386,510028.0,0.24939450176679615,-3819.0,-0.0018590924435763594,-0.00744926541153339,508849.0,0.24881799201128654,-5369.0,-0.0026136337600318076,-0.010549211314318949,503579.0,0.2462410569718161,-1504.0,-0.0007321484773864479,-0.002994137145018564,500811.0,0.244887554848618,4.9439619065339e-17
2021-05-31,-0.00433140238702634,-0.00433140238702636,2036207.1332999999,2036207.1332999999,0.0,21798.133299999972,0.010705263204079147,-2255.0,-0.0011026543669840191,-0.0044213258879904635,507773.0,0.24937197777962428,-1591.0,-0.0007779703316503656,-0.0031266642953017496,507258.0,0.24911905655585595,-603.0,-0.00029485613449727874,-0.0011974288046165548,502976.0,0.24701612707978624,-4409.0,-0.0021559215538946965,-0.00880372036556705,496402.0,0.24378757538065443,-1.9949319973733282e-17
2021-06-01,0.0004935647182275904,0.0004935647182274804,2037212.1332999999,2037212.1332999999,0.0,21798.133299999972,0.01069998207044351,-1612.0,-0.0007916679858534312,-0.003174646938691108,506161.0,0.2484576798490247,-1296.0,-0.0006364774873858851,-0.0025549128845676165,505962.0,0.24835999733636577,2735.0,0.0013431835864200585,0.00543763519531747,505711.0,0.24823678974502209,1178.0,0.0005785266050467382,0.0023730766596427896,497580.0,0.24424555099914397,-1.100465205072787e-16
2021-06-02,0.003487118441854342,0.003487118441854413,2044316.1332999999,2044316.1332999999,0.0,21798.133299999972,0.010662799625228578,2446.0,0.0012006604319785886,0.004832454495703936,508607.0,0.24879077737306238,3075.0,0.0015094157106844482,0.0060775315142243885,509037.0,0.24900111666109895,200.0,9.817337955671208e-05,0.00039548279550968835,505911.0,0.24747199895318658,1383.0,0.000678868919634664,0.0027794525503436634,498963.0,0.24407330738742355,7.068998164605489e-17
2021-06-03,0.007059573499869298,0.0070595734998693226,2058748.1332999999,2058748.1332999999,0.0,21798.133299999972,0.010588052490451758,-173.0,-8.462487634959761e-05,-0.000340144748302717,508434.0,0.24696270115617452,4813.0,0.0023543325426047014,0.009455108371297176,513850.0,0.24959342606729737,-506.0,-0.0002475155342941988,-0.0010001759202705614,505405.0,0.24549141870495753,10298.0,0.005037381367908418,0.020638804881323865,509261.0,0.24736440158111886,2.42861286636753e-17
2021-06-04,-0.005867313152404741,-0.005867313152404839,2046668.8133,2046668.8133,0.0,25961.813299999973,0.012684911760657438,804.6799999999998,0.000390858885059517,0.0015826636298909983,505803.0,0.24713475708092472,-2095.0,-0.0010176086943874437,-0.00407706529142746,511755.0,0.25004289735321583,-239.0,-0.00011608996561269646,-0.0004728880798567485,505166.0,0.2468235196223479,-10550.0,-0.005124473377464216,-0.020716292824308164,497983.0,0.24331391418285409,-9.80118763926896e-17
2021-06-07,0.0004671004872833784,0.0004671004872833179,2047624.8133,2047624.8133,0.0,25961.813299999973,0.012678989398531125,-1527.0,-0.0007460904226795255,-0.0030189619278651967,504276.0,0.24627363212467474,1357.0,0.0006630286205475548,0.002651659485495989,513112.0,0.25058887578777517,3627.0,0.0017721479784273996,0.007179818119192503,508793.0,0.24847960265729407,-2501.0,-0.001221985689012111,-0.005022259796017133,495482.0,0.24197890003172487,-6.049848122469115e-17
2021-06-08,-0.0008629510584765576,-0.0008629510584765094,2045857.8133,2045857.8133,0.0,25961.813299999973,0.012689940195855141,1697.0,0.0008287651082256008,0.003365220633145341,505973.0,0.24731581868040858,-1200.0,-0.000586044861444149,-0.002338670699574362,511912.0,0.25021875746793865,-2371.0,-0.0011579269720700645,-0.004660048389030509,506422.0,0.2475352865227391,107.0,5.225566681210329e-05,0.00021595133627457707,495589.0,0.2422401971330585,4.824699667560495e-17
2021-06-09,0.0007792330384037705,0.0007792330384038424,2047452.0133,2047452.0133,0.0,27289.013299999973,0.013328279794951898,-888.0,-0.0004340477594421102,-0.001755034359540924,505085.0,0.24668954227939366,309.0,0.0001510368892653289,0.0006036193720795761,512221.0,0.25017484984882404,1422.2,0.0006951607246380283,0.002808329811896008,506517.0,0.24738894817056858,751.0,0.00036708318394259546,0.0015153685816271143,496340.0,0.2424183799062618,7.19910242530375e-17
2021-06-10,-0.0037158380028344817,-0.0037158380028344275,2039844.0133,2039844.0133,0.0,27289.013299999973,0.013377990239485325,-1026.0,-0.0005011106454926555,-0.0020313412593919835,504059.0,0.24710663987710907,-3362.0,-0.001642040926068526,-0.006563573145185379,508859.0,0.24945976098279338,-3637.0,-0.0017763542082424833,-0.0071804105291628905,502880.0,0.24652865450552539,417.0,0.00020366777696923717,0.0008401498972478542,496757.0,0.24352695439508684,5.421010862427522e-17
2021-06-11,-0.0013045115129637352,-0.001304511512963735,2037183.0133,2037183.0133,0.0,27289.013299999973,0.013395464777509086,-1617.0,-0.0007927076724773992,-0.003207957798591038,502442.0,0.24663567127732047,1844.0,0.0009039906914337193,0.0036237936245600453,510703.0,0.250690780683823,-202.0,-9.902717986421437e-05,-0.00040168628698695514,502678.0,0.24675151752110872,-2686.0,-0.0013167673520558406,-0.005407070257691386,494071.0,0.2425265657402387,2.168404344971009e-19
2021-06-15,-0.010468278922792895,-0.010468278922792841,2015857.2133,2015857.2133,0.0,28700.213299999974,0.014237225290881159,-3207.0,-0.001574232643342648,-0.006382826276465741,499235.0,0.2476539492510692,-8681.8,-0.004261669149663923,-0.01699970432913063,500610.0,0.2483360412122102,-4846.0,-0.0023787749889736427,-0.009640366198640084,497832.0,0.246957967417265,-4591.0,-0.002253602140812628,-0.009292186750487277,489480.0,0.24281481682857445,5.377642775528102e-17
2021-06-16,-0.002748706586677918,-0.0027487065866779663,2010316.2133,2010316.2133,0.0,28700.213299999974,0.014276467110061076,1681.0,0.0008338884266749073,0.003367151742165513,500916.0,0.24917274043058626,-1638.0,-0.0008125575507992256,-0.0032720081500569307,498972.0,0.24820572838186541,-5041.0,-0.002500673146263062,-0.01012590592810426,492791.0,0.24513108770638,-543.0,-0.00026936431629058575,-0.0011093405246383919,488937.0,0.24321397637110725,-4.8138576458356397e-17
2021-06-17,-0.0017781401633986116,-0.0017781401633985418,2006741.5892999999,2006741.5892999999,0.0,31987.589299999974,0.015940063967657153,-1734.6240000000003,-0.0008628612695475196,-0.0034629039599453804,495894.0,0.24711402935192062,-2288.0,-0.0011381294071364887,-0.004585427639226249,496684.0,0.2475077023610476,-2383.0,-0.001185385654373362,-0.0048357214316008205,490408.0,0.2443802443796793,2831.0,0.0014082361676588284,0.0057901120185218135,491768.0,0.24505795993969537,6.982261990806649e-17
2021-06-18,-0.0033885778000803946,-0.0033885778000803807,1999941.5892999999,1999941.5892999999,0.0,31987.589299999974,0.015994261768012913,-2795.0,-0.00139280513988598,-0.005636285173847636,493099.0,0.24655670077474098,-2259.0,-0.0011257054779972911,-0.004548163419800114,494425.0,0.24721972013845356,-1801.0,-0.0008974747967565831,-0.0036724523254106785,488607.0,0.2443106351776091,55.0,2.7407614559473664e-05,0.00011184135608660995,491823.0,0.24591868214118348,1.3877787807814457e-17
2021-06-21,-0.001245536376325851,-0.0012455363763258084,1997450.5892999999,1997450.5892999999,0.0,31987.589299999974,0.016014208046673094,-1050.0,-0.0005250153332565632,-0.0021293898385516905,492049.0,0.2463385090153529,326.0,0.00016300476061108533,0.0006593517722607068,494751.0,0.24769123334028698,810.0,0.0004050118285122059,0.0016577740392585453,489417.0,0.24502082936204925,-2577.0,-0.0012885376321925364,-0.005239689888435474,489246.0,0.24493522023563782,4.2500725161431774e-17
2021-06-22,0.006282007708835247,0.006282007708835194,2009998.5892999999,2009998.5892999999,0.0,31987.589299999974,0.015914234701597446,1208.0,0.0006047709047077554,0.002455040046824605,493257.0,0.2454016647702132,2203.0,0.0011029058800258154,0.004452744916129528,496954.0,0.2472409695436994,5651.0,0.002829106276906892,0.011546390910001083,495068.0,0.24630266042744434,3486.0,0.001745224647194731,0.007125249874296366,492732.0,0.2451404705570457,-5.2909066017292616e-17
2021-06-23,0.005125050363138595,0.010966447497695273,2020299.9333,2020299.9333,0.0,33217.73329999997,0.016441981090273776,-941.0,-0.00046815953255355855,-0.001907727614610639,492316.0,0.24368460934205982,7652.0,0.0038069678460146967,0.015397803418425046,504606.0,0.24976786450503222,159.0,7.910453313072881e-05,0.0003211680011634765,495227.0,0.24512548450718696,15172.544000000013,0.0075485346511034055,0.03079269054983239,494933.2,0.24498006055544724,0.005841397134556678
2021-06-24,0.004503588724639629,0.004503588724639581,2029398.5333,2029398.5333,0.0,33217.73329999997,0.01636826515587586,2554.0,0.0012641687295550435,0.005187724957141348,494870.0,0.24385057536988217,2382.0,0.0011790328558340304,0.004720514619326762,506988.0,0.24982180270702573,1070.0,0.0005296243307063024,0.002160625329394399,496297.0,0.244553739374677,3092.5999999999767,0.0015307628085442044,0.006248520002295212,498025.8,0.2454056173925392,-4.7704895589362195e-17
2021-06-25,0.0026660312950961274,0.002666031295096149,2034808.9733,2034808.9733,0.0,39742.77329999997,0.019531451758612102,3075.0,0.0015152272703182405,0.006213753106876553,497945.0,0.2447133890865666,-175.15999999999997,-8.631128737201397e-05,-0.0003454914120255311,505897.0,0.24862137263899986,-480.7999999999993,-0.0002369174866891086,-0.00096877474576715,490207.0,0.2409105751116259,2991.4000000000233,0.0014740327988390309,0.006006516128280951,501017.2,0.24622321140419556,2.168404344971009e-17
2021-06-28,-0.0018036091093347473,-0.0018036091093347648,2031138.9733,2031138.9733,0.0,41854.77329999997,0.020606553195125957,-2978.0,-0.0014635280456672833,-0.005980580184558535,494967.0,0.243689381429093,5883.0,0.00289118048779739,0.01162884935075717,511780.0,0.25196700310885617,-2776.0,-0.0013642558276603016,-0.005662913830279862,485319.0,0.23893933717962204,-3799.0,-0.0018670057238045698,-0.007582574011431144,497218.2,0.24479772508730288,-1.7564075194265172e-17
2021-06-29,-0.00834489427991314,-0.008344894279913247,2014189.3333,2014189.3333,0.0,44891.73329999997,0.022287742546253295,-2739.04,-0.0013485241709236026,-0.005533783060284827,489191.0,0.24287240127447257,-8439.0,-0.004154811714478169,-0.016489507210129352,503341.0,0.24989756011434042,-4173.0,-0.0020545122982009003,-0.00859846822399288,481146.0,0.23887823852770673,-1598.600000000035,-0.0007870460963105754,-0.0032150874605958407,495619.6,0.24606405753722693,-1.0755285551056204e-16
2021-06-30,0.0005778999921983718,0.0005778999921983154,2015353.3333,2015353.3333,0.0,44891.73329999997,0.02227486989911238,-63.0,-3.127809236124903e-05,-0.0001287840536722875,489128.0,0.2427008663533392,-1717.0,-0.0008524521362581679,-0.0034112063193739435,501624.0,0.24890126793728315,2166.0,0.0010753706040391331,0.00450175206694018,483312.0,0.23981502003353944,778.0,0.0003862596167785991,0.0015697522858256615,496397.6,0.24630797577672578,-5.648693318649478e-17
2021-07-01,-0.0021441130488639715,-0.0021441130488639415,2011032.18792,2011032.18792,0.0,16013.18791999991,0.007962671117940814,1803.0,0.0008946322067742402,0.0036861516821772625,501261.0,0.24925558278530172,-2913.7639,-0.001445783154673387,-0.005808661268200883,497076.0,0.24717456189208145,-167.8896,-8.33052930351883e-05,-0.0003473731254345019,499481.0,0.2483704651771937,-3042.491879999971,-0.0015096568079296067,-0.006129143009555186,497201.0,0.2472367190274823,2.992397996059992e-17
2021-07-02,-0.0017334381920587338,-0.0017334381920587514,2007546.18792,2007546.18792,0.0,17549.18791999991,0.00874161104018357,-1138.0,-0.0005658785606892883,-0.0022702743680437934,500123.0,0.24912154101827805,-498.0,-0.0002476340274369645,-0.0010018588706757117,496578.0,0.2473557036884416,-2381.0,-0.001183969115115286,-0.00476694809211962,497100.0,0.24761572261260933,531.0,0.00026404351118278744,0.0010679785438886889,496196.0,0.24716542164048744,-1.7564075194265172e-17
2021-07-05,0.0028173697990281354,0.0028173697990282005,2013202.18792,2013202.18792,0.0,17549.18791999991,0.008717051881476137,-1274.0,-0.0006346055735434808,-0.0025473733461568453,498849.0,0.2477888226991253,-217.0,-0.00010809215813103245,-0.00043699076479425186,496361.0,0.24655298060888273,392.0,0.0001952632533979941,0.0007885737276201972,497492.0,0.24711477217000183,6755.0,0.0033648042773047194,0.013613572056203596,502951.0,0.249826372640514,6.505213034913027e-17
2021-07-06,0.005424015563624041,0.005424015563624015,2024121.8279199998,2024121.8279199998,0.0,23269.82791999991,0.011496258574471344,1046.6399999999994,0.0005198881693454579,0.0020981098488721023,494175.0,0.24414291332840243,2560.0,0.0012716060092528216,0.005157536551018312,498921.0,0.2464876338558605,4320.0,0.0021458351406141362,0.008683556720510079,501812.0,0.2479159075694891,2993.0,0.0014866862444115996,0.005950877918524867,505944.0,0.24995728667177666,-2.5153490401663703e-17
2021-07-07,-0.003402660800845836,-0.0034026608008459326,2017234.42792,2017234.42792,0.0,26655.427919999907,0.013213847409636326,-1636.0,-0.0008082517452426091,-0.0033105681185814743,492539.0,0.24416547387001727,-2209.4,-0.0010915350892047803,-0.004428356393096302,493326.0,0.2445556119665654,-3262.0,-0.0016115630763944933,-0.006500442396754163,498550.0,0.24714529610426203,220.0,0.00010868910999594988,0.0004348307322549531,506164.0,0.250919770649519,-9.6710833785707e-17
2021-07-08,-0.00735660654736181,-0.007356606547361847,2002394.42792,2002394.42792,0.0,32511.427919999907,0.016236275664116465,-2887.0,-0.0014311673249483591,-0.005861464777408489,489652.0,0.24453324138972418,-3328.2,-0.001649882608553214,-0.006746451636443244,488289.0,0.24385255631539754,-3411.0,-0.0016909289038444244,-0.006841841339885669,495139.0,0.24727346076083961,-5213.8,-0.0025846277100158486,-0.01030061403023526,496803.0,0.24810446586992219,-3.642919299551295e-17
2021-07-09,0.0009029190127531894,0.0009029190127531825,2004202.42792,2004202.42792,0.0,32511.427919999907,0.016221628847012674,-2554.0,-0.001275472985935635,-0.005215949286431996,487098.0,0.24303832447978807,510.0,0.0002546950755000681,0.0010444634222765616,488799.0,0.24388704114448412,2020.0,0.001008792259823799,0.004079662478617116,497159.0,0.24805827648655293,1832.0,0.0009149046633649504,0.00368757837613702,498635.0,0.2487947290421622,-6.938893903907228e-18
2021-07-12,-0.0023490641136914014,-0.0023490641136913767,1999494.42792,1999494.42792,0.0,32511.427919999907,0.016259824216574757,-2736.0,-0.0013651315664952436,-0.005616939507039651,484362.0,0.24224223545542153,-2643.0,-0.0013187290680727079,-0.005407130538319432,486156.0,0.24313946226183292,392.0,0.00019558902560896764,0.0007884801441792263,497551.0,0.24883840287446257,279.0,0.0001392074952676071,0.0005595275101025801,498914.0,0.2495200751917082,2.47198095326695e-17
2021-07-13,0.0019002603592912504,0.0019002603592911942,2003293.98792,2003293.98792,0.0,36213.987919999905,0.018077220886386487,-1416.44,-0.0007083990733965036,-0.002924341711364641,479243.0,0.23922749376270688,3020.0,0.0015103818034349784,0.006211997794946478,489176.0,0.24418582741712638,1610.0,0.0008052035442153362,0.003235849189329335,499161.0,0.2491701183201143,586.0,0.0002930740850373832,0.0011745511250435946,499500.0,0.24933933961366592,-5.616167253474913e-17
2021-07-14,-0.004149645558828574,-0.004149645558828468,1994981.0279199998,1994981.0279199998,0.0,37581.027919999906,0.018837787123811654,-4268.0,-0.0021304910940362883,-0.008905711716185734,474975.0,0.23808497091083458,-985.0,-0.00049169018922815,-0.0020135902006639737,488191.0,0.24470959531329278,-850.0,-0.0004243011785217538,-0.0017028573947083206,498311.0,0.2497823252582744,-2209.96,-0.0011031630970422764,-0.004424344344344344,495923.0,0.24858532139378664,1.0581813203458523e-16
2021-07-15,-0.0009670668407364413,-0.0009670668407365753,1993051.74792,1993051.74792,0.0,39885.74791999991,0.020012399558428776,3008.0,0.0015077837623028378,0.006332964892889099,477983.0,0.239824681169887,-5367.0,-0.0026902511476992455,-0.010993647977943059,482824.0,0.242253619608165,1151.7200000000003,0.0005773087482444896,0.002311247393695905,497158.0,0.2494456054735392,-722.0,-0.0003619082035846572,-0.0014558711735491196,495201.0,0.24846369418998002,-1.3400738851920835e-16
2021-07-16,-0.0006286841278996258,-0.0006286841278996709,1991798.74792,1991798.74792,0.0,43389.74791999991,0.021784202829382763,-1132.0,-0.0005679732105206923,-0.0023682850645315836,473347.0,0.23764800560011792,54.0,2.709412841706483e-05,0.00011184199625536427,482878.0,0.2424331275959787,1243.0,0.0006236666967113256,0.002500211200463434,498401.0,0.2502265856530291,-1418.0,-0.000711471742507369,-0.0028634837167130114,493783.0,0.24790807832149148,-4.5102810375396984e-17
2021-07-19,-0.0031770278029384924,-0.0031770278029385336,1985470.74792,1985470.74792,0.0,43389.74791999991,0.021853632427199173,-970.0,-0.00048699699254904833,-0.002049236606548684,472377.0,0.23791687714103424,-3269.0,-0.0016412300707658134,-0.006769825918762089,479609.0,0.24155933825892092,-1132.0,-0.0005683305108922914,-0.0022712635006751592,497269.0,0.25045395431836215,-957.0,-0.00048047022873138066,-0.001938098314441769,492826.0,0.24821619785448348,-4.119968255444917e-17
2021-07-20,-0.002045862425450129,-0.0020458624254501828,1981408.74792,1981408.74792,0.0,43389.74791999991,0.021898433609697468,-1863.0,-0.0009383165186148919,-0.003943883804672962,470514.0,0.2374643800749976,-125.0,-6.29573616891366e-05,-0.00026062897068236836,479484.0,0.24199146213689743,-191.0,-9.619884866100073e-05,-0.00038409794296447193,497078.0,0.250871003028432,-1883.0,-0.0009483896964851537,-0.0038208211417417102,490943.0,0.24777472114997545,-5.377642775528102e-17
2021-07-21,-0.0005552615032891062,-0.0005552615032889827,1980308.5479199998,1980308.5479199998,0.0,44666.54791999991,0.022555347734531085,-690.0,-0.00034823708168460097,-0.0014664813374309798,469824.0,0.2372478776064849,-1751.0,-0.0008837146812025164,-0.003651842397243704,477733.0,0.24124169968451775,1474.0,0.0007439151571059447,0.0029653293849255047,498552.0,0.25175470788309723,-133.20000000000005,-6.722489750780995e-05,-0.0002713145925290717,489533.0,0.24720036709136908,1.2349062744609896e-16
2021-07-22,0.0037499206918032435,0.0037499206918032222,1987734.5479199998,1987734.5479199998,0.0,44666.54791999991,0.022471082955588695,1449.0,0.0007317041586887785,0.0030841336330200246,471273.0,0.2370905111515762,2858.0,0.0014432094448119592,0.005982421143190862,480591.0,0.24177825982996515,572.0,0.00028884387768804784,0.0011473226463839278,499124.0,0.25110193940246806,2547.0,0.0012861632106144366,0.0052029178829619245,492080.0,0.24755820666040199,-2.1250362580715887e-17
2021-07-23,-0.0018392797991189092,-0.0018392797991189026,1984078.5479199998,1984078.5479199998,0.0,48826.54791999991,0.024609180907271544,-1598.0,-0.0008039302841881856,-0.0033908159389568256,469675.0,0.236721978821041,-3349.0,-0.001684832616862474,-0.006968503363566941,473082.0,0.23843914874033262,-1870.0,-0.0009407694814968128,-0.003746563980093123,497254.0,0.2506221341495245,3161.0,0.00159025258342857,0.006423752235408877,495241.0,0.24960755738183035,6.5052130349130266e-18
2021-07-26,-0.010608450971896,-0.010608450971896038,1963030.5479199998,1963030.5479199998,0.0,48826.54791999991,0.0248730453898111,-4200.0,-0.002116851676262037,-0.008942353755256295,465475.0,0.23712060950514036,-4282.0,-0.0021581806851795338,-0.00905128497807991,468800.0,0.2388144191116812,-3473.0,-0.001750434731347156,-0.0069843580946558495,493781.0,0.25154015077513875,-9093.0,-0.00458298387910731,-0.01836075769170969,486148.0,0.24765177521822865,-3.8163916471489756e-17
