trade_date,sleeve_id,previous_sleeve_value,end_sleeve_value,buy_value,sell_value,commission,dividend_cash,stock_action_value,pnl,contribution_return,local_return
2021-05-19,port_rail_infrastructure,507148.0,500444.0,0.0,0.0,0.0,0.0,0.0,-6704.0,-0.00326577356295353,-0.013219020877534763
2021-05-20,bank,502681.0,505021.0,0.0,0.0,0.0,0.0,0.0,2340.0,0.0011492485175455256,0.004655039677250583
2021-05-20,utilities_electricity,509848.0,508054.0,0.0,0.0,0.0,0.0,0.0,-1794.0,-0.0008810905301182363,-0.0035186957681505077
2021-05-20,highway_infrastructure,502368.0,500126.0,0.0,0.0,0.0,0.0,0.0,-2242.0,-0.001101117596725243,-0.004462863876680044
2021-05-20,port_rail_infrastructure,500444.0,496235.0,0.0,0.0,0.0,0.0,0.0,-4209.0,-0.002067173936046631,-0.00841053144807411
2021-05-21,bank,505021.0,501940.0,0.0,0.0,0.0,0.0,0.0,-3081.0,-0.0015175783947786632,-0.0061007364050207815
2021-05-21,utilities_electricity,508054.0,512195.0,0.0,0.0,0.0,0.0,0.0,4141.0,0.0020396923507881998,0.008150708389265708
2021-05-21,highway_infrastructure,500126.0,501577.0,0.0,0.0,0.0,0.0,0.0,1451.0,0.0007147050473300358,0.002901268880242179
2021-05-21,port_rail_infrastructure,496235.0,498105.0,0.0,0.0,0.0,0.0,0.0,1870.0,0.0009210878280545603,0.0037683758703033845
2021-05-24,bank,501940.0,502631.0,0.0,0.0,0.0,0.0,0.0,691.0,0.000339626310143136,0.0013766585647686975
2021-05-24,utilities_electricity,512195.0,512122.0,0.0,0.0,0.0,1026.0,0.0,953.0,0.00046839923815688656,0.0018606194906236881
2021-05-24,highway_infrastructure,501577.0,505075.0,0.0,0.0,0.0,0.0,0.0,3498.0,0.0017192660389011428,0.00697400399141109
2021-05-24,port_rail_infrastructure,498105.0,499580.0,0.0,0.0,0.0,0.0,0.0,1475.0,0.000724962094733901,0.0029612230353038014
2021-05-25,bank,502631.0,508375.0,0.0,0.0,0.0,0.0,0.0,5744.0,0.0028140225067390555,0.01142786656612903
2021-05-25,utilities_electricity,512122.0,512605.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0002366248034044157,0.0009431346436981813
2021-05-25,highway_infrastructure,505075.0,504656.0,0.0,0.0,0.0,0.0,0.0,-419.0,-0.00020527079218726744,-0.000829579765381379
2021-05-25,port_rail_infrastructure,499580.0,501602.0,0.0,0.0,0.0,0.0,0.0,2022.0,0.0009905907918917776,0.00404739981584531
2021-05-26,bank,508375.0,509577.0,0.0,0.0,0.0,0.0,0.0,1202.0,0.0005866172784684686,0.00236439636095402
2021-05-26,utilities_electricity,512605.0,515082.0,0.0,0.0,0.0,0.0,0.0,2477.0,0.0012088610638655544,0.004832180723949239
2021-05-26,highway_infrastructure,504656.0,506180.0,0.0,0.0,0.0,0.0,0.0,1524.0,0.0007437643364275757,0.0030198788877968358
2021-05-26,port_rail_infrastructure,501602.0,500883.0,0.0,0.0,0.0,0.0,0.0,-719.0,-0.0003508966915298077,-0.0014334073628095583
2021-05-27,bank,509577.0,508499.0,0.0,0.0,0.0,0.0,0.0,-1078.0,-0.0005249522429895331,-0.0021154800942742706
2021-05-27,utilities_electricity,515082.0,512668.0,0.0,0.0,0.0,0.0,0.0,-2414.0,-0.0011755424068429804,-0.0046866324196923985
2021-05-27,highway_infrastructure,506180.0,508948.0,0.0,0.0,0.0,0.0,0.0,2768.0,0.0013479293215167233,0.005468410446876605
2021-05-27,port_rail_infrastructure,500883.0,502315.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0006973391576632759,0.002858951092370873
2021-05-28,bank,508499.0,510028.0,0.0,0.0,0.0,0.0,0.0,1529.0,0.0007443184986196003,0.003006888902436386
2021-05-28,utilities_electricity,512668.0,508849.0,0.0,0.0,0.0,0.0,0.0,-3819.0,-0.0018590924435763594,-0.00744926541153339
2021-05-28,highway_infrastructure,508948.0,503579.0,0.0,0.0,0.0,0.0,0.0,-5369.0,-0.0026136337600318076,-0.010549211314318949
2021-05-28,port_rail_infrastructure,502315.0,500811.0,0.0,0.0,0.0,0.0,0.0,-1504.0,-0.0007321484773864479,-0.002994137145018564
2021-05-31,bank,510028.0,507773.0,0.0,0.0,0.0,0.0,0.0,-2255.0,-0.0011026543669840191,-0.0044213258879904635
2021-05-31,utilities_electricity,508849.0,507258.0,0.0,0.0,0.0,0.0,0.0,-1591.0,-0.0007779703316503656,-0.0031266642953017496
2021-05-31,highway_infrastructure,503579.0,502976.0,0.0,0.0,0.0,0.0,0.0,-603.0,-0.00029485613449727874,-0.0011974288046165548
2021-05-31,port_rail_infrastructure,500811.0,496402.0,0.0,0.0,0.0,0.0,0.0,-4409.0,-0.0021559215538946965,-0.00880372036556705
2021-06-01,bank,507773.0,506161.0,0.0,0.0,0.0,0.0,0.0,-1612.0,-0.0007916679858534312,-0.003174646938691108
2021-06-01,utilities_electricity,507258.0,505962.0,0.0,0.0,0.0,0.0,0.0,-1296.0,-0.0006364774873858851,-0.0025549128845676165
2021-06-01,highway_infrastructure,502976.0,505711.0,0.0,0.0,0.0,0.0,0.0,2735.0,0.0013431835864200585,0.00543763519531747
2021-06-01,port_rail_infrastructure,496402.0,497580.0,0.0,0.0,0.0,0.0,0.0,1178.0,0.0005785266050467382,0.0023730766596427896
2021-06-02,bank,506161.0,508607.0,0.0,0.0,0.0,0.0,0.0,2446.0,0.0012006604319785886,0.004832454495703936
2021-06-02,utilities_electricity,505962.0,509037.0,0.0,0.0,0.0,0.0,0.0,3075.0,0.0015094157106844482,0.0060775315142243885
2021-06-02,highway_infrastructure,505711.0,505911.0,0.0,0.0,0.0,0.0,0.0,200.0,9.817337955671208e-05,0.00039548279550968835
2021-06-02,port_rail_infrastructure,497580.0,498963.0,0.0,0.0,0.0,0.0,0.0,1383.0,0.000678868919634664,0.0027794525503436634
2021-06-03,bank,508607.0,508434.0,0.0,0.0,0.0,0.0,0.0,-173.0,-8.462487634959761e-05,-0.000340144748302717
2021-06-03,utilities_electricity,509037.0,513850.0,0.0,0.0,0.0,0.0,0.0,4813.0,0.0023543325426047014,0.009455108371297176
2021-06-03,highway_infrastructure,505911.0,505405.0,0.0,0.0,0.0,0.0,0.0,-506.0,-0.0002475155342941988,-0.0010001759202705614
2021-06-03,port_rail_infrastructure,498963.0,509261.0,0.0,0.0,0.0,0.0,0.0,10298.0,0.005037381367908418,0.020638804881323865
2021-06-04,bank,508434.0,505803.0,0.0,0.0,0.0,3435.68,0.0,804.6799999999998,0.000390858885059517,0.0015826636298909983
2021-06-04,utilities_electricity,513850.0,511755.0,0.0,0.0,0.0,0.0,0.0,-2095.0,-0.0010176086943874437,-0.00407706529142746
2021-06-04,highway_infrastructure,505405.0,505166.0,0.0,0.0,0.0,0.0,0.0,-239.0,-0.00011608996561269646,-0.0004728880798567485
2021-06-04,port_rail_infrastructure,509261.0,497983.0,0.0,0.0,0.0,728.0,0.0,-10550.0,-0.005124473377464216,-0.020716292824308164
2021-06-07,bank,505803.0,504276.0,0.0,0.0,0.0,0.0,0.0,-1527.0,-0.0007460904226795255,-0.0030189619278651967
2021-06-07,utilities_electricity,511755.0,513112.0,0.0,0.0,0.0,0.0,0.0,1357.0,0.0006630286205475548,0.002651659485495989
2021-06-07,highway_infrastructure,505166.0,508793.0,0.0,0.0,0.0,0.0,0.0,3627.0,0.0017721479784273996,0.007179818119192503
2021-06-07,port_rail_infrastructure,497983.0,495482.0,0.0,0.0,0.0,0.0,0.0,-2501.0,-0.001221985689012111,-0.005022259796017133
2021-06-08,bank,504276.0,505973.0,0.0,0.0,0.0,0.0,0.0,1697.0,0.0008287651082256008,0.003365220633145341
2021-06-08,utilities_electricity,513112.0,511912.0,0.0,0.0,0.0,0.0,0.0,-1200.0,-0.000586044861444149,-0.002338670699574362
2021-06-08,highway_infrastructure,508793.0,506422.0,0.0,0.0,0.0,0.0,0.0,-2371.0,-0.0011579269720700645,-0.004660048389030509
2021-06-08,port_rail_infrastructure,495482.0,495589.0,0.0,0.0,0.0,0.0,0.0,107.0,5.225566681210329e-05,0.00021595133627457707
2021-06-09,bank,505973.0,505085.0,0.0,0.0,0.0,0.0,0.0,-888.0,-0.0004340477594421102,-0.001755034359540924
2021-06-09,utilities_electricity,511912.0,512221.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0001510368892653289,0.0006036193720795761
2021-06-09,highway_infrastructure,506422.0,506517.0,0.0,0.0,0.0,1327.2,0.0,1422.2,0.0006951607246380283,0.002808329811896008
2021-06-09,port_rail_infrastructure,495589.0,496340.0,0.0,0.0,0.0,0.0,0.0,751.0,0.00036708318394259546,0.0015153685816271143
2021-06-10,bank,505085.0,504059.0,0.0,0.0,0.0,0.0,0.0,-1026.0,-0.0005011106454926555,-0.0020313412593919835
2021-06-10,utilities_electricity,512221.0,508859.0,0.0,0.0,0.0,0.0,0.0,-3362.0,-0.001642040926068526,-0.006563573145185379
2021-06-10,highway_infrastructure,506517.0,502880.0,0.0,0.0,0.0,0.0,0.0,-3637.0,-0.0017763542082424833,-0.0071804105291628905
2021-06-10,port_rail_infrastructure,496340.0,496757.0,0.0,0.0,0.0,0.0,0.0,417.0,0.00020366777696923717,0.0008401498972478542
2021-06-11,bank,504059.0,502442.0,0.0,0.0,0.0,0.0,0.0,-1617.0,-0.0007927076724773992,-0.003207957798591038
2021-06-11,utilities_electricity,508859.0,510703.0,0.0,0.0,0.0,0.0,0.0,1844.0,0.0009039906914337193,0.0036237936245600453
2021-06-11,highway_infrastructure,502880.0,502678.0,0.0,0.0,0.0,0.0,0.0,-202.0,-9.902717986421437e-05,-0.00040168628698695514
2021-06-11,port_rail_infrastructure,496757.0,494071.0,0.0,0.0,0.0,0.0,0.0,-2686.0,-0.0013167673520558406,-0.005407070257691386
2021-06-15,bank,502442.0,499235.0,0.0,0.0,0.0,0.0,0.0,-3207.0,-0.001574232643342648,-0.006382826276465741
2021-06-15,utilities_electricity,510703.0,500610.0,0.0,0.0,0.0,1411.1999999999998,0.0,-8681.8,-0.004261669149663923,-0.01699970432913063
2021-06-15,highway_infrastructure,502678.0,497832.0,0.0,0.0,0.0,0.0,0.0,-4846.0,-0.0023787749889736427,-0.009640366198640084
2021-06-15,port_rail_infrastructure,494071.0,489480.0,0.0,0.0,0.0,0.0,0.0,-4591.0,-0.002253602140812628,-0.009292186750487277
2021-06-16,bank,499235.0,500916.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0008338884266749073,0.003367151742165513
2021-06-16,utilities_electricity,500610.0,498972.0,0.0,0.0,0.0,0.0,0.0,-1638.0,-0.0008125575507992256,-0.0032720081500569307
2021-06-16,highway_infrastructure,497832.0,492791.0,0.0,0.0,0.0,0.0,0.0,-5041.0,-0.002500673146263062,-0.01012590592810426
2021-06-16,port_rail_infrastructure,489480.0,488937.0,0.0,0.0,0.0,0.0,0.0,-543.0,-0.00026936431629058575,-0.0011093405246383919
2021-06-17,bank,500916.0,495894.0,0.0,0.0,0.0,3287.3759999999997,0.0,-1734.6240000000003,-0.0008628612695475196,-0.0034629039599453804
2021-06-17,utilities_electricity,498972.0,496684.0,0.0,0.0,0.0,0.0,0.0,-2288.0,-0.0011381294071364887,-0.004585427639226249
2021-06-17,highway_infrastructure,492791.0,490408.0,0.0,0.0,0.0,0.0,0.0,-2383.0,-0.001185385654373362,-0.0048357214316008205
2021-06-17,port_rail_infrastructure,488937.0,491768.0,0.0,0.0,0.0,0.0,0.0,2831.0,0.0014082361676588284,0.0057901120185218135
2021-06-18,bank,495894.0,493099.0,0.0,0.0,0.0,0.0,0.0,-2795.0,-0.00139280513988598,-0.005636285173847636
2021-06-18,utilities_electricity,496684.0,494425.0,0.0,0.0,0.0,0.0,0.0,-2259.0,-0.0011257054779972911,-0.004548163419800114
2021-06-18,highway_infrastructure,490408.0,488607.0,0.0,0.0,0.0,0.0,0.0,-1801.0,-0.0008974747967565831,-0.0036724523254106785
2021-06-18,port_rail_infrastructure,491768.0,491823.0,0.0,0.0,0.0,0.0,0.0,55.0,2.7407614559473664e-05,0.00011184135608660995
2021-06-21,bank,493099.0,492049.0,0.0,0.0,0.0,0.0,0.0,-1050.0,-0.0005250153332565632,-0.0021293898385516905
2021-06-21,utilities_electricity,494425.0,494751.0,0.0,0.0,0.0,0.0,0.0,326.0,0.00016300476061108533,0.0006593517722607068
2021-06-21,highway_infrastructure,488607.0,489417.0,0.0,0.0,0.0,0.0,0.0,810.0,0.0004050118285122059,0.0016577740392585453
2021-06-21,port_rail_infrastructure,491823.0,489246.0,0.0,0.0,0.0,0.0,0.0,-2577.0,-0.0012885376321925364,-0.005239689888435474
2021-06-22,bank,492049.0,493257.0,0.0,0.0,0.0,0.0,0.0,1208.0,0.0006047709047077554,0.002455040046824605
2021-06-22,utilities_electricity,494751.0,496954.0,0.0,0.0,0.0,0.0,0.0,2203.0,0.0011029058800258154,0.004452744916129528
2021-06-22,highway_infrastructure,489417.0,495068.0,0.0,0.0,0.0,0.0,0.0,5651.0,0.002829106276906892,0.011546390910001083
2021-06-22,port_rail_infrastructure,489246.0,492732.0,0.0,0.0,0.0,0.0,0.0,3486.0,0.001745224647194731,0.007125249874296366
2021-06-23,bank,493257.0,492316.0,0.0,0.0,0.0,0.0,0.0,-941.0,-0.00046815953255355855,-0.001907727614610639
2021-06-23,utilities_electricity,496954.0,504606.0,0.0,0.0,0.0,0.0,0.0,7652.0,0.0038069678460146967,0.015397803418425046
2021-06-23,highway_infrastructure,495068.0,495227.0,0.0,0.0,0.0,0.0,0.0,159.0,7.910453313072881e-05,0.0003211680011634765
2021-06-23,port_rail_infrastructure,492732.0,494933.2,0.0,0.0,0.0,1230.144,11741.2,15172.544000000013,0.0075485346511034055,0.03079269054983239
2021-06-24,bank,492316.0,494870.0,0.0,0.0,0.0,0.0,0.0,2554.0,0.0012641687295550435,0.005187724957141348
2021-06-24,utilities_electricity,504606.0,506988.0,0.0,0.0,0.0,0.0,0.0,2382.0,0.0011790328558340304,0.004720514619326762
2021-06-24,highway_infrastructure,495227.0,496297.0,0.0,0.0,0.0,0.0,0.0,1070.0,0.0005296243307063024,0.002160625329394399
2021-06-24,port_rail_infrastructure,494933.2,498025.8,0.0,0.0,0.0,0.0,0.0,3092.5999999999767,0.0015307628085442044,0.006248520002295212
2021-06-25,bank,494870.0,497945.0,0.0,0.0,0.0,0.0,0.0,3075.0,0.0015152272703182405,0.006213753106876553
2021-06-25,utilities_electricity,506988.0,505897.0,0.0,0.0,0.0,915.84,0.0,-175.15999999999997,-8.631128737201397e-05,-0.0003454914120255311
2021-06-25,highway_infrastructure,496297.0,490207.0,0.0,0.0,0.0,5609.200000000001,0.0,-480.7999999999993,-0.0002369174866891086,-0.00096877474576715
2021-06-25,port_rail_infrastructure,498025.8,501017.2,0.0,0.0,0.0,0.0,0.0,2991.4000000000233,0.0014740327988390309,0.006006516128280951
2021-06-28,bank,497945.0,494967.0,0.0,0.0,0.0,0.0,0.0,-2978.0,-0.0014635280456672833,-0.005980580184558535
2021-06-28,utilities_electricity,505897.0,511780.0,0.0,0.0,0.0,0.0,0.0,5883.0,0.00289118048779739,0.01162884935075717
2021-06-28,highway_infrastructure,490207.0,485319.0,0.0,0.0,0.0,2112.0,0.0,-2776.0,-0.0013642558276603016,-0.005662913830279862
2021-06-28,port_rail_infrastructure,501017.2,497218.2,0.0,0.0,0.0,0.0,0.0,-3799.0,-0.0018670057238045698,-0.007582574011431144
2021-06-29,bank,494967.0,489191.0,0.0,0.0,0.0,3036.96,0.0,-2739.04,-0.0013485241709236026,-0.005533783060284827
2021-06-29,utilities_electricity,511780.0,503341.0,0.0,0.0,0.0,0.0,0.0,-8439.0,-0.004154811714478169,-0.016489507210129352
2021-06-29,highway_infrastructure,485319.0,481146.0,0.0,0.0,0.0,0.0,0.0,-4173.0,-0.0020545122982009003,-0.00859846822399288
2021-06-29,port_rail_infrastructure,497218.2,495619.6,0.0,0.0,0.0,0.0,0.0,-1598.600000000035,-0.0007870460963105754,-0.0032150874605958407
2021-06-30,bank,489191.0,489128.0,0.0,0.0,0.0,0.0,0.0,-63.0,-3.127809236124903e-05,-0.0001287840536722875
2021-06-30,utilities_electricity,503341.0,501624.0,0.0,0.0,0.0,0.0,0.0,-1717.0,-0.0008524521362581679,-0.0034112063193739435
2021-06-30,highway_infrastructure,481146.0,483312.0,0.0,0.0,0.0,0.0,0.0,2166.0,0.0010753706040391331,0.00450175206694018
2021-06-30,port_rail_infrastructure,495619.6,496397.6,0.0,0.0,0.0,0.0,0.0,778.0,0.0003862596167785991,0.0015697522858256615
2021-07-01,bank,489128.0,501261.0,12279.0,1984.0,35.0,0.0,0.0,1803.0,0.0008946322067742402,0.0036861516821772625
2021-07-01,utilities_electricity,501624.0,497076.0,287234.0,289054.0,185.76389999999998,0.0,0.0,-2913.7639,-0.001445783154673387,-0.005808661268200883
2021-07-01,highway_infrastructure,483312.0,499481.0,84557.0,68292.0,71.8896,0.0,0.0,-167.8896,-8.33052930351883e-05,-0.0003473731254345019
2021-07-01,port_rail_infrastructure,496397.6,497201.0,84983.0,81209.6,72.49188,0.0,0.0,-3042.491879999971,-0.0015096568079296067,-0.006129143009555186
2021-07-02,bank,501261.0,500123.0,0.0,0.0,0.0,0.0,0.0,-1138.0,-0.0005658785606892883,-0.0022702743680437934
2021-07-02,utilities_electricity,497076.0,496578.0,0.0,0.0,0.0,0.0,0.0,-498.0,-0.0002476340274369645,-0.0010018588706757117
2021-07-02,highway_infrastructure,499481.0,497100.0,0.0,0.0,0.0,0.0,0.0,-2381.0,-0.001183969115115286,-0.00476694809211962
2021-07-02,port_rail_infrastructure,497201.0,496196.0,0.0,0.0,0.0,1536.0,0.0,531.0,0.00026404351118278744,0.0010679785438886889
2021-07-05,bank,500123.0,498849.0,0.0,0.0,0.0,0.0,0.0,-1274.0,-0.0006346055735434808,-0.0025473733461568453
2021-07-05,utilities_electricity,496578.0,496361.0,0.0,0.0,0.0,0.0,0.0,-217.0,-0.00010809215813103245,-0.00043699076479425186
2021-07-05,highway_infrastructure,497100.0,497492.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0001952632533979941,0.0007885737276201972
2021-07-05,port_rail_infrastructure,496196.0,502951.0,0.0,0.0,0.0,0.0,0.0,6755.0,0.0033648042773047194,0.013613572056203596
2021-07-06,bank,498849.0,494175.0,0.0,0.0,0.0,5720.639999999999,0.0,1046.6399999999994,0.0005198881693454579,0.0020981098488721023
2021-07-06,utilities_electricity,496361.0,498921.0,0.0,0.0,0.0,0.0,0.0,2560.0,0.0012716060092528216,0.005157536551018312
2021-07-06,highway_infrastructure,497492.0,501812.0,0.0,0.0,0.0,0.0,0.0,4320.0,0.0021458351406141362,0.008683556720510079
2021-07-06,port_rail_infrastructure,502951.0,505944.0,0.0,0.0,0.0,0.0,0.0,2993.0,0.0014866862444115996,0.005950877918524867
2021-07-07,bank,494175.0,492539.0,0.0,0.0,0.0,0.0,0.0,-1636.0,-0.0008082517452426091,-0.0033105681185814743
2021-07-07,utilities_electricity,498921.0,493326.0,0.0,0.0,0.0,3385.6,0.0,-2209.4,-0.0010915350892047803,-0.004428356393096302
2021-07-07,highway_infrastructure,501812.0,498550.0,0.0,0.0,0.0,0.0,0.0,-3262.0,-0.0016115630763944933,-0.006500442396754163
2021-07-07,port_rail_infrastructure,505944.0,506164.0,0.0,0.0,0.0,0.0,0.0,220.0,0.00010868910999594988,0.0004348307322549531
2021-07-08,bank,492539.0,489652.0,0.0,0.0,0.0,0.0,0.0,-2887.0,-0.0014311673249483591,-0.005861464777408489
2021-07-08,utilities_electricity,493326.0,488289.0,0.0,0.0,0.0,1708.8,0.0,-3328.2,-0.001649882608553214,-0.006746451636443244
2021-07-08,highway_infrastructure,498550.0,495139.0,0.0,0.0,0.0,0.0,0.0,-3411.0,-0.0016909289038444244,-0.006841841339885669
2021-07-08,port_rail_infrastructure,506164.0,496803.0,0.0,0.0,0.0,4147.2,0.0,-5213.8,-0.0025846277100158486,-0.01030061403023526
2021-07-09,bank,489652.0,487098.0,0.0,0.0,0.0,0.0,0.0,-2554.0,-0.001275472985935635,-0.005215949286431996
2021-07-09,utilities_electricity,488289.0,488799.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0002546950755000681,0.0010444634222765616
2021-07-09,highway_infrastructure,495139.0,497159.0,0.0,0.0,0.0,0.0,0.0,2020.0,0.001008792259823799,0.004079662478617116
2021-07-09,port_rail_infrastructure,496803.0,498635.0,0.0,0.0,0.0,0.0,0.0,1832.0,0.0009149046633649504,0.00368757837613702
2021-07-12,bank,487098.0,484362.0,0.0,0.0,0.0,0.0,0.0,-2736.0,-0.0013651315664952436,-0.005616939507039651
2021-07-12,utilities_electricity,488799.0,486156.0,0.0,0.0,0.0,0.0,0.0,-2643.0,-0.0013187290680727079,-0.005407130538319432
2021-07-12,highway_infrastructure,497159.0,497551.0,0.0,0.0,0.0,0.0,0.0,392.0,0.00019558902560896764,0.0007884801441792263
2021-07-12,port_rail_infrastructure,498635.0,498914.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0001392074952676071,0.0005595275101025801
2021-07-13,bank,484362.0,479243.0,0.0,0.0,0.0,3702.56,0.0,-1416.44,-0.0007083990733965036,-0.002924341711364641
2021-07-13,utilities_electricity,486156.0,489176.0,0.0,0.0,0.0,0.0,0.0,3020.0,0.0015103818034349784,0.006211997794946478
2021-07-13,highway_infrastructure,497551.0,499161.0,0.0,0.0,0.0,0.0,0.0,1610.0,0.0008052035442153362,0.003235849189329335
2021-07-13,port_rail_infrastructure,498914.0,499500.0,0.0,0.0,0.0,0.0,0.0,586.0,0.0002930740850373832,0.0011745511250435946
2021-07-14,bank,479243.0,474975.0,0.0,0.0,0.0,0.0,0.0,-4268.0,-0.0021304910940362883,-0.008905711716185734
2021-07-14,utilities_electricity,489176.0,488191.0,0.0,0.0,0.0,0.0,0.0,-985.0,-0.00049169018922815,-0.0020135902006639737
2021-07-14,highway_infrastructure,499161.0,498311.0,0.0,0.0,0.0,0.0,0.0,-850.0,-0.0004243011785217538,-0.0017028573947083206
2021-07-14,port_rail_infrastructure,499500.0,495923.0,0.0,0.0,0.0,1367.04,0.0,-2209.96,-0.0011031630970422764,-0.004424344344344344
